index,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Duration,Total_Stops,Additional_Info,Price
7804,Air India,9/05/2019,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,18h 25m,2 stops,No info,14214.0
7805,IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,13h 30m,1 stop,No info,6093.0
7806,Air India,24/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,30h 20m,2 stops,No info,12436.0
7807,Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,29h 35m,2 stops,No info,15129.0
7808,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,6h 35m,1 stop,No info,10197.0
7809,Air India,24/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,26h 40m,2 stops,No info,15170.0
7810,IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,14h 5m,1 stop,No info,6206.0
7811,SpiceJet,9/05/2019,Kolkata,Banglore,CCU → BLR,17:10,2h 30m,non-stop,No check-in baggage included,3841.0
7812,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,7h 30m,1 stop,No info,14714.0
7813,IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,16h 5m,1 stop,No info,6093.0
7814,Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,11:10,2h 55m,non-stop,No info,8016.0
7815,Air India,27/03/2019,Delhi,Cochin,DEL → MAA → COK,06:05,27h 20m,1 stop,No info,5117.0
7816,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20h 15m,1 stop,nan,8586.0
7817,IndiGo,9/03/2019,Delhi,Cochin,DEL → BOM → COK,15:00,10h 35m,1 stop,No info,13611.0
7818,IndiGo,9/05/2019,Delhi,Cochin,DEL → HYD → COK,16:10,6h 20m,1 stop,No info,5054.0
7819,IndiGo,9/05/2019,Kolkata,Banglore,CCU → MAA → BLR,06:20,4h,1 stop,No info,4226.0
7820,Air India,6/04/2019,Banglore,Delhi,BLR → DEL,17:00,2h 45m,non-stop,No info,4651.0
7821,SpiceJet,27/05/2019,Kolkata,Banglore,CCU → BLR,22:20,2h 20m,non-stop,No info,3873.0
7822,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,9h 30m,1 stop,No info,13727.0
7823,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,6h 20m,1 stop,No info,5054.0
7824,SpiceJet,24/04/2019,Banglore,Delhi,BLR → DEL,21:10,2h 55m,non-stop,No info,3625.0
7825,IndiGo,15/04/2019,Delhi,Cochin,DEL → HYD → COK,07:35,8h 35m,1 stop,No info,6442.0
7826,Jet Airways,6/05/2019,Banglore,Delhi,BLR → DEL,17:45,3h,non-stop,No info,7229.0
7827,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,21h,1 stop,No info,13759.0
7828,Air India,6/03/2019,Mumbai,Hyderabad,BOM → BBI → HYD,12:00,24h 25m,1 stop,No info,14408.0
7829,Air India,9/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,23h,2 stops,No info,13381.0
7830,Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,27h 20m,1 stop,No info,9135.0
7831,IndiGo,15/05/2019,Kolkata,Banglore,CCU → NAG → BLR,18:05,5h 25m,1 stop,No info,6218.0
7832,SpiceJet,27/04/2019,Kolkata,Banglore,CCU → BLR,09:00,2h 25m,non-stop,No info,4174.0
7833,Air India,6/06/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,16h 5m,1 stop,No info,6117.0
7834,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,24h 10m,1 stop,No info,12692.0
7835,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,5h 45m,1 stop,In-flight meal not included,11134.0
7836,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,21:20,2h 55m,non-stop,No info,4777.0
7837,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,25h 5m,1 stop,In-flight meal not included,12373.0
7838,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:05,8h 15m,2 stops,No info,11966.0
7839,Air India,01/03/2019,Banglore,New Delhi,BLR → BOM → AMD → DEL,08:50,39h 5m,2 stops,No info,17135.0
7840,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,5h,1 stop,No info,14714.0
7841,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,22:20,2h 50m,non-stop,No info,6144.0
7842,Air India,1/04/2019,Banglore,Delhi,BLR → DEL,13:20,2h 50m,non-stop,No info,5911.0
7843,Vistara,12/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,19:45,24h 10m,1 stop,No info,12080.0
7844,IndiGo,6/04/2019,Banglore,Delhi,BLR → DEL,10:30,2h 50m,non-stop,No info,4423.0
7845,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12h,1 stop,No info,7618.0
7846,Air Asia,27/05/2019,Banglore,Delhi,BLR → DEL,11:10,2h 45m,non-stop,No info,3383.0
7847,Air India,6/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,23h 30m,2 stops,No info,12646.0
7848,IndiGo,15/05/2019,Kolkata,Banglore,CCU → BLR,04:40,2h 35m,non-stop,No info,4804.0
7849,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,21h 50m,1 stop,In-flight meal not included,11087.0
7850,Jet Airways,18/04/2019,Banglore,Delhi,BLR → DEL,11:10,2h 55m,non-stop,nan,7229.0
7851,SpiceJet,3/03/2019,Chennai,Kolkata,MAA → CCU,08:20,2h 15m,non-stop,No info,7050.0
7852,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,22h 15m,1 stop,No info,12681.0
7853,SpiceJet,3/04/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,4h 30m,1 stop,No check-in baggage included,4098.0
7854,SpiceJet,12/05/2019,Chennai,Kolkata,MAA → CCU,09:45,2h 15m,non-stop,No check-in baggage included,3543.0
7855,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,21h 35m,1 stop,No info,14151.0
7856,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16h 5m,1 stop,No info,13339.0
7857,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,16h 55m,1 stop,In-flight meal not included,12898.0
7858,Air India,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,7h 15m,2 stops,No info,8603.0
7859,SpiceJet,6/03/2019,Kolkata,Banglore,CCU → BLR,17:15,2h 30m,non-stop,No info,4622.0
7860,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,14:00,7h,1 stop,No info,13062.0
7861,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,9h 45m,1 stop,No info,11622.0
7862,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,23h 45m,1 stop,In-flight meal not included,11087.0
7863,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,8h 40m,1 stop,No info,11789.0
7864,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,7h 15m,1 stop,No info,19225.0
7865,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,13h 50m,1 stop,In-flight meal not included,5797.0
7866,Jet Airways,9/04/2019,Banglore,Delhi,BLR → DEL,19:50,3h,non-stop,nan,7229.0
7867,Multiple carriers,9/04/2019,Delhi,Cochin,DEL → BOM → COK,08:30,10h 30m,1 stop,No info,10877.0
7868,Air India,06/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,08:15,14h 40m,2 stops,No info,13942.0
7869,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,14h 25m,1 stop,In-flight meal not included,10262.0
7870,Air India,24/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,14h 35m,2 stops,No info,11201.0
7871,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,9h 10m,1 stop,In-flight meal not included,10262.0
7872,Air India,3/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,21h 15m,2 stops,No info,10231.0
7873,Air Asia,18/05/2019,Kolkata,Banglore,CCU → BLR,10:20,2h 35m,non-stop,No info,5645.0
7874,Air India,6/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,26h 35m,2 stops,No info,12646.0
7875,Air India,3/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,8h 20m,2 stops,No info,12173.0
7876,IndiGo,12/06/2019,Mumbai,Hyderabad,BOM → HYD,21:20,1h 30m,non-stop,No info,2227.0
7877,Multiple carriers,6/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,11h 30m,1 stop,No info,10529.0
7878,Jet Airways,18/05/2019,Delhi,Cochin,DEL → COK,11:00,3h 15m,non-stop,nan,7202.0
7879,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12h,1 stop,In-flight meal not included,7886.0
7880,SpiceJet,18/06/2019,Mumbai,Hyderabad,BOM → HYD,22:45,1h 30m,non-stop,No info,2017.0
7881,IndiGo,27/04/2019,Delhi,Cochin,DEL → HYD → COK,05:05,11h 5m,1 stop,No info,6171.0
7882,Vistara,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,24h,1 stop,No info,9345.0
7883,Air India,24/06/2019,Delhi,Cochin,DEL → TRV → COK,05:15,25h 35m,1 stop,No info,6587.0
7884,IndiGo,3/05/2019,Mumbai,Hyderabad,BOM → HYD,20:05,1h 35m,non-stop,No info,2754.0
7885,SpiceJet,21/06/2019,Banglore,Delhi,BLR → DEL,21:10,2h 55m,non-stop,No check-in baggage included,3919.0
7886,Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,18h 45m,2 stops,In-flight meal not included,11507.0
7887,Air India,03/03/2019,Banglore,New Delhi,BLR → BBI → DEL,09:30,6h 50m,1 stop,No info,11654.0
7888,GoAir,1/04/2019,Banglore,Delhi,BLR → DEL,20:55,2h 45m,non-stop,No info,4239.0
7889,IndiGo,27/05/2019,Delhi,Cochin,DEL → HYD → COK,06:50,9h 20m,1 stop,No info,6674.0
7890,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12h 30m,1 stop,No info,7198.0
7891,IndiGo,12/06/2019,Kolkata,Banglore,CCU → PNQ → BLR,21:00,5h 15m,1 stop,No info,5930.0
7892,Jet Airways,9/05/2019,Banglore,Delhi,BLR → DEL,07:10,3h,non-stop,No info,7229.0
7893,Air India,1/04/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,15h 20m,2 stops,No info,10408.0
7894,Air India,12/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,07:10,24h 30m,2 stops,No info,12488.0
7895,IndiGo,9/06/2019,Chennai,Kolkata,MAA → CCU,05:15,2h 25m,non-stop,No info,3540.0
7896,Jet Airways,24/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,13h 50m,2 stops,No info,13376.0
7897,IndiGo,27/06/2019,Delhi,Cochin,DEL → BOM → COK,17:10,8h 20m,1 stop,nan,5684.0
7898,Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,8h 55m,2 stops,In-flight meal not included,13029.0
7899,Air India,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,9h 5m,1 stop,No info,8576.0
7900,Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,26h 30m,1 stop,In-flight meal not included,11087.0
7901,Jet Airways,9/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,1h 30m,non-stop,No info,5678.0
7902,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,10h 10m,1 stop,No info,12557.0
7903,IndiGo,27/03/2019,Chennai,Kolkata,MAA → CCU,11:35,2h 25m,non-stop,No info,3858.0
7904,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,22h 35m,1 stop,In-flight meal not included,12373.0
7905,Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,7h 50m,1 stop,No info,21934.0
7906,Air India,27/06/2019,Kolkata,Banglore,CCU → BLR,14:15,2h 30m,non-stop,No info,5510.0
7907,Vistara,15/06/2019,Delhi,Cochin,DEL → COK,14:40,3h 10m,non-stop,No info,6216.0
7908,IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,07:55,2h 20m,non-stop,No info,3850.0
7909,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,25h 45m,1 stop,In-flight meal not included,9663.0
7910,Air India,6/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,26h 20m,2 stops,No info,9190.0
7911,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,28h,1 stop,In-flight meal not included,12898.0
7912,GoAir,15/04/2019,Banglore,Delhi,BLR → DEL,07:45,2h 55m,non-stop,nan,4632.0
7913,Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,08:50,25h 25m,2 stops,No info,12778.0
7914,Air India,12/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,27h 5m,2 stops,No info,12723.0
7915,IndiGo,24/06/2019,Kolkata,Banglore,CCU → BLR,11:30,2h 35m,non-stop,No info,5054.0
7916,Air Asia,27/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,5h 30m,1 stop,No info,6152.0
7917,Vistara,27/06/2019,Delhi,Cochin,DEL → COK,06:00,3h 10m,non-stop,No info,6216.0
7918,IndiGo,24/06/2019,Delhi,Cochin,DEL → BLR → COK,02:00,5h 45m,1 stop,No info,6016.0
7919,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,9h 45m,1 stop,No info,11622.0
7920,Air India,6/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,9h 50m,2 stops,No info,10151.0
7921,Jet Airways,27/03/2019,Delhi,Cochin,DEL → IXC → BOM → COK,06:20,22h 5m,2 stops,No info,12273.0
7922,Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,8h 25m,2 stops,In-flight meal not included,12410.0
7923,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,13h 45m,1 stop,In-flight meal not included,10262.0
7924,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,7h 45m,1 stop,No info,14323.0
7925,Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,19:35,1h 30m,non-stop,In-flight meal not included,3210.0
7926,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,10:00,11h,1 stop,No info,16863.0
7927,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,7h 50m,1 stop,No info,8937.0
7928,Jet Airways,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,33h 15m,2 stops,No info,10929.0
7929,SpiceJet,21/03/2019,Delhi,Cochin,DEL → MAA → COK,15:55,6h,1 stop,No info,5511.0
7930,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,19h 10m,1 stop,No info,13759.0
7931,Air India,21/05/2019,Delhi,Cochin,DEL → NAG → BOM → COK,05:55,25h 45m,2 stops,No info,11543.0
7932,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,9h 35m,1 stop,No info,13067.0
7933,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,21h 20m,1 stop,In-flight meal not included,10262.0
7934,Air India,6/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,26h 20m,2 stops,No info,13591.0
7935,Jet Airways,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,24h 35m,2 stops,No info,10929.0
7936,Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,19:50,3h,non-stop,No info,7229.0
7937,Air Asia,15/05/2019,Delhi,Cochin,DEL → BLR → COK,07:55,5h 30m,1 stop,No info,6451.0
7938,IndiGo,3/03/2019,Chennai,Kolkata,MAA → CCU,11:35,2h 25m,non-stop,No info,7295.0
7939,IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,01:30,2h 45m,non-stop,No info,3943.0
7940,SpiceJet,15/05/2019,Banglore,Delhi,BLR → DEL,21:10,2h 55m,non-stop,No check-in baggage included,3573.0
7941,Air India,24/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,21h 15m,2 stops,No info,9181.0
7942,Air India,3/03/2019,Delhi,Cochin,DEL → MAA → COK,09:45,23h 40m,1 stop,No info,24017.0
7943,Air India,9/03/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,32h 20m,2 stops,No info,17476.0
7944,IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,9h 35m,1 stop,No info,6314.0
7945,Jet Airways,6/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,13h 50m,2 stops,No info,13376.0
7946,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,10h 25m,1 stop,No info,12284.0
7947,Jet Airways,9/05/2019,Banglore,Delhi,BLR → DEL,08:20,3h,non-stop,nan,7229.0
7948,Multiple carriers,1/05/2019,Delhi,Cochin,DEL → BOM → COK,08:30,10h 30m,1 stop,No info,9627.0
7949,Air India,1/04/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,9h 50m,2 stops,No info,9258.0
7950,SpiceJet,3/06/2019,Kolkata,Banglore,CCU → BLR,09:00,2h 25m,non-stop,No info,3873.0
7951,SpiceJet,15/05/2019,Kolkata,Banglore,CCU → BLR,22:20,2h 20m,non-stop,No check-in baggage included,3873.0
7952,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → HYD → COK,09:45,12h 45m,1 stop,No info,10486.0
7953,Jet Airways,3/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,26h 50m,1 stop,No info,17234.0
7954,IndiGo,27/06/2019,Delhi,Cochin,DEL → BLR → COK,05:10,4h 55m,1 stop,No info,6496.0
7955,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,08:30,10h 30m,1 stop,No info,9627.0
7956,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,7h 15m,1 stop,In-flight meal not included,6077.0
7957,Air India,9/06/2019,Chennai,Kolkata,MAA → CCU,11:40,2h 15m,non-stop,No info,4667.0
7958,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,08:30,10h 45m,1 stop,No info,8099.0
7959,SpiceJet,1/05/2019,Mumbai,Hyderabad,BOM → HYD,13:15,1h 30m,non-stop,No check-in baggage included,2385.0
7960,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,10h 25m,2 stops,No info,15965.0
7961,Air India,12/05/2019,Banglore,Delhi,BLR → DEL,13:20,2h 50m,non-stop,No info,6121.0
7962,IndiGo,6/03/2019,Delhi,Cochin,DEL → MAA → COK,02:05,5h 20m,1 stop,No info,10851.0
7963,Air India,21/03/2019,Delhi,Cochin,DEL → BLR → COK,09:45,13h 15m,1 stop,No info,5704.0
7964,Vistara,18/03/2019,Banglore,New Delhi,BLR → DEL,21:10,2h 55m,non-stop,No info,11598.0
7965,GoAir,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,9h,1 stop,No info,6195.0
7966,IndiGo,9/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,9h 35m,1 stop,No info,6979.0
7967,Air India,15/03/2019,Banglore,New Delhi,BLR → DEL,13:20,2h 50m,non-stop,No info,7276.0
7968,SpiceJet,15/05/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,4h 30m,1 stop,No check-in baggage included,4760.0
7969,Vistara,18/06/2019,Chennai,Kolkata,MAA → CCU,17:45,2h 20m,non-stop,No info,11982.0
7970,Air India,9/06/2019,Delhi,Cochin,DEL → BOM → COK,20:00,11h 40m,1 stop,No info,8372.0
7971,IndiGo,1/04/2019,Kolkata,Banglore,CCU → BBI → BLR,19:35,3h 40m,1 stop,No info,4226.0
7972,IndiGo,18/06/2019,Chennai,Kolkata,MAA → CCU,19:35,2h 20m,non-stop,No info,3597.0
7973,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,08:45,12h 15m,1 stop,No info,7005.0
7974,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → HYD → COK,07:05,9h 5m,1 stop,No info,8018.0
7975,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,23h 15m,1 stop,In-flight meal not included,10577.0
7976,Jet Airways,15/03/2019,Mumbai,Hyderabad,BOM → HYD,10:20,1h 30m,non-stop,In-flight meal not included,4160.0
7977,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,24h 45m,1 stop,No info,14714.0
7978,Jet Airways,9/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,1h 25m,non-stop,No info,5678.0
7979,Air India,18/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,07:00,18h 20m,2 stops,No info,13873.0
7980,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,8h 40m,1 stop,No info,11264.0
7981,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,6h 45m,1 stop,In-flight meal not included,11134.0
7982,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,05:45,14h 5m,1 stop,In-flight meal not included,10844.0
7983,Jet Airways,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,26h 55m,2 stops,No info,13014.0
7984,Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,1h 30m,non-stop,In-flight meal not included,4995.0
7985,IndiGo,18/04/2019,Kolkata,Banglore,CCU → BLR,15:30,2h 35m,non-stop,No info,4174.0
7986,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,27h,1 stop,In-flight meal not included,10262.0
7987,IndiGo,6/04/2019,Banglore,Delhi,BLR → DEL,10:10,2h 50m,non-stop,No info,4423.0
7988,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,9h 45m,1 stop,In-flight meal not included,8586.0
7989,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,12h 10m,1 stop,In-flight meal not included,9663.0
7990,IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,5h,1 stop,No info,6069.0
7991,Air India,6/05/2019,Chennai,Kolkata,MAA → CCU,11:40,2h 15m,non-stop,No info,4667.0
7992,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,21:50,21h 10m,1 stop,nan,12373.0
7993,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,17h 35m,1 stop,No info,13941.0
7994,IndiGo,27/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,1h 25m,non-stop,No info,3175.0
7995,Vistara,6/04/2019,Banglore,Delhi,BLR → DEL,17:00,2h 35m,non-stop,No info,5613.0
7996,IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,07:35,14h 55m,1 stop,No info,7144.0
7997,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,9h 50m,1 stop,No info,14571.0
7998,IndiGo,24/03/2019,Chennai,Kolkata,MAA → CCU,22:05,2h 20m,non-stop,No info,5277.0
7999,Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM → HYD,10:20,1h 30m,non-stop,In-flight meal not included,2759.0
8000,Air Asia,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,15h 55m,1 stop,No info,5192.0
8001,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,11h 55m,1 stop,No info,14714.0
8002,Air India,24/03/2019,Kolkata,Banglore,CCU → BLR,20:45,2h 35m,non-stop,No info,31945.0
8003,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,17h 5m,1 stop,In-flight meal not included,7064.0
8004,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,7h 5m,2 stops,No info,14441.0
8005,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12h 35m,1 stop,No info,17493.0
8006,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,26h 35m,1 stop,In-flight meal not included,10844.0
8007,SpiceJet,1/06/2019,Mumbai,Hyderabad,BOM → HYD,05:45,1h 30m,non-stop,No info,2753.0
8008,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,20h 25m,1 stop,In-flight meal not included,12898.0
8009,Jet Airways,15/04/2019,Banglore,Delhi,BLR → DEL,18:55,3h 5m,non-stop,No info,7229.0
8010,Air India,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19h 40m,2 stops,nan,8603.0
8011,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,22h 55m,2 stops,No info,15129.0
8012,Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,13h 30m,2 stops,No info,13014.0
8013,SpiceJet,21/06/2019,Banglore,Delhi,BLR → DEL,09:30,2h 50m,non-stop,No info,3625.0
8014,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,20h 35m,1 stop,In-flight meal not included,10262.0
8015,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,13h 20m,1 stop,No info,14388.0
8016,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,11h 15m,1 stop,No info,15058.0
8017,Air India,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,22h 40m,1 stop,No info,14882.0
8018,IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,10:10,2h 50m,non-stop,No info,4591.0
8019,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,9h 50m,1 stop,No info,14781.0
8020,SpiceJet,9/04/2019,Kolkata,Banglore,CCU → BLR,22:20,2h 20m,non-stop,No check-in baggage included,3841.0
8021,Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,8h 55m,2 stops,No info,13014.0
8022,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,6h 15m,1 stop,No info,14848.0
8023,IndiGo,12/06/2019,Chennai,Kolkata,MAA → CCU,07:55,2h 20m,non-stop,No info,5054.0
8024,Air India,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:00,13h 25m,1 stop,No info,10413.0
8025,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,10:30,2h 50m,non-stop,No info,3943.0
8026,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,11h 5m,1 stop,In-flight meal not included,8529.0
8027,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,13h 45m,1 stop,In-flight meal not included,10262.0
8028,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,25h 40m,1 stop,No info,14151.0
