index,CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
10013,South Asia,SAS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,27.651740650884104
10014,Sub-Saharan Africa (all income levels),SSF,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,31.1772633023007
10015,Sub-Saharan Africa (developing only),SSA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,31.168891427442603
10016,Upper middle income,UMC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,48.6285623788477
10017,World,WLD,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,46.982783610865496
10018,Afghanistan,AFG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,21.596
10019,Albania,ALB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,42.435
10020,Algeria,DZA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,60.712
10021,American Samoa,ASM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,88.491
10022,Andorra,ADO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,92.056
10023,Angola,AGO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,33.152
10024,Antigua and Barbuda,ATG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,31.74
10025,Argentina,ARG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,89.329
10026,Armenia,ARM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,64.385
10027,Aruba,ABW,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,46.339
10028,Australia,AUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,87.37799999999999
10029,Austria,AUT,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,65.801
10030,Azerbaijan,AZE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,51.587
10031,Bahamas, The,BHS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,82.064
10032,Bahrain,BHR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,88.369
10033,Bangladesh,BGD,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,24.096
10034,Barbados,BRB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,33.651
10035,Belarus,BLR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,70.458
10036,Belgium,BEL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,97.184
10037,Belize,BLZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,47.392
10038,Benin,BEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,38.65
10039,Bermuda,BMU,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,100.0
10040,Bhutan,BTN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,26.48
10041,Bolivia,BOL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,62.313
10042,Bosnia and Herzegovina,BIH,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,39.285
10043,Botswana,BWA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,54.062
10044,Brazil,BRA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,81.553
10045,Brunei Darussalam,BRN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,71.652
10046,Bulgaria,BGR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,69.166
10047,Burkina Faso,BFA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,18.54
10048,Burundi,BDI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,8.461
10049,Cabo Verde,CPV,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,54.291
10050,Cambodia,KHM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,18.703
10051,Cameroon,CMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,46.139
10052,Canada,CAN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,79.81
10053,Cayman Islands,CYM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,100.0
10054,Central African Republic,CAF,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,37.72
10055,Chad,TCD,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,21.67
10056,Channel Islands,CHI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,30.495
10057,Chile,CHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,86.363
10058,China,CHN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,37.093
10059,Colombia,COL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,72.38
10060,Comoros,COM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,28.036
10061,Congo, Dem. Rep.,ZAR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,35.587
10062,Congo, Rep.,COG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,59.156000000000006
10063,Costa Rica,CRI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,60.407
10064,Cote d'Ivoire,CIV,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,44.195
10065,Croatia,HRV,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,55.725
10066,Cuba,CUB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,75.555
10067,Curacao,CUW,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,91.011
10068,Cyprus,CYP,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,68.76899999999999
10069,Czech Republic,CZE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,73.877
10070,Denmark,DNK,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,85.15
10071,Djibouti,DJI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,76.578
10072,Dominica,DMA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,65.382
10073,Dominican Republic,DOM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,62.556
10074,Ecuador,ECU,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,60.799
10075,Egypt, Arab Rep.,EGY,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,42.843
10076,El Salvador,SLV,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,59.464
10077,Equatorial Guinea,GNQ,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,38.8
10078,Eritrea,ERI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,17.796
10079,Estonia,EST,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,69.242
10080,Ethiopia,ETH,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,14.927
10081,Faeroe Islands,FRO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,37.175
10082,Fiji,FJI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,48.3
10083,Finland,FIN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,82.368
10084,France,FRA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,76.127
10085,French Polynesia,PYF,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,55.999
10086,Gabon,GAB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,80.85
10087,Gambia, The,GMB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,48.775
10088,Georgia,GEO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,52.398
10089,Germany,DEU,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,73.113
10090,Ghana,GHA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,44.601000000000006
10091,Greece,GRC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,72.913
10092,Greenland,GRL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,81.84899999999999
10093,Grenada,GRD,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,36.105
10094,Guam,GUM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,93.233
10095,Guatemala,GTM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,45.532
10096,Guinea,GIN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,31.355
10097,Guinea-Bissau,GNB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,37.482
10098,Guyana,GUY,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,28.606
10099,Haiti,HTI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,37.251
10100,Honduras,HND,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,45.964
10101,Hong Kong SAR, China,HKG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,100.0
10102,Hungary,HUN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,64.67
10103,Iceland,ISL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,92.532
10104,India,IND,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,27.918000000000003
10105,Indonesia,IDN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,42.782
10106,Iran, Islamic Rep.,IRN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,64.758
10107,Iraq,IRQ,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,68.55
10108,Ireland,IRL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,59.395
10109,Isle of Man,IMY,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,51.833
10110,Israel,ISR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,91.267
10111,Italy,ITA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,67.282
10112,Jamaica,JAM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,52.053
10113,Japan,JPN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,79.99
10114,Jordan,JOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,80.087
10115,Kazakhstan,KAZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,55.527
10116,Kenya,KEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,20.239
10117,Kiribati,KIR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,43.473
10118,Korea, Dem. Rep.,PRK,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,59.49100000000001
10119,Korea, Rep.,KOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,79.94
10120,Kuwait,KWT,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,98.128
10121,Kyrgyz Republic,KGZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,35.296
10122,Lao PDR,LAO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,22.993
10123,Latvia,LVA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,67.95
10124,Lebanon,LBN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,86.115
10125,Lesotho,LSO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,20.067
10126,Liberia,LBR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,44.673
10127,Libya,LBY,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,76.441
10128,Liechtenstein,LIE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,14.962
10129,Lithuania,LTU,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,66.919
10130,Luxembourg,LUX,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,84.84299999999999
10131,Macao SAR, China,MAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,100.0
10132,Macedonia, FYR,MKD,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,58.339
10133,Madagascar,MDG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,27.391
10134,Malawi,MWI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,14.698
10135,Malaysia,MYS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,62.922
10136,Maldives,MDV,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,28.859
10137,Mali,MLI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,29.075
10138,Malta,MLT,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,92.641
10139,Marshall Islands,MHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,68.67399999999999
10140,Mauritania,MRT,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,50.043
10141,Mauritius,MUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,42.46
10142,Mexico,MEX,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,75.045
10143,Micronesia, Fed. Sts.,FSM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,22.33
10144,Moldova,MDA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,45.70399999999999
10145,Monaco,MCO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,100.0
10146,Mongolia,MNG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,58.222
10147,Montenegro,MNE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,59.559
10148,Morocco,MAR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,53.662
10149,Mozambique,MOZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,29.277
10150,Myanmar,MMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,27.318
10151,Namibia,NAM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,32.898
10152,Nepal,NPL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,13.967
10153,Netherlands,NLD,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,77.83
10154,New Caledonia,NCL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,62.17100000000001
10155,New Zealand,NZL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,85.764
10156,Nicaragua,NIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,54.976000000000006
10157,Niger,NER,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,16.27
10158,Nigeria,NGA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,35.669000000000004
10159,Northern Mariana Islands,MNP,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,90.054
10160,Norway,NOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,76.561
10161,Oman,OMN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,71.54899999999999
10162,Pakistan,PAK,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,33.446
10163,Palau,PLW,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,71.626
10164,Panama,PAN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,62.494
10165,Papua New Guinea,PNG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,13.182
10166,Paraguay,PRY,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,55.966
10167,Peru,PER,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,73.44800000000001
10168,Philippines,PHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,47.684
10169,Poland,POL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,61.761
10170,Portugal,PRT,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,55.044
10171,Puerto Rico,PRI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,94.333
10172,Qatar,QAT,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,96.506
10173,Romania,ROM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,52.852
10174,Russian Federation,RUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,73.346
10175,Rwanda,RWA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,15.829
10176,Samoa,WSM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,22.068
10177,San Marino,SMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,93.75
10178,Sao Tome and Principe,STP,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,54.377
10179,Saudi Arabia,SAU,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,80.077
10180,Senegal,SEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,40.49
10181,Serbia,SRB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,53.456
10182,Seychelles,SYC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,50.28
10183,Sierra Leone,SLE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,35.867
10184,Singapore,SGP,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,100.0
10185,Sint Maarten (Dutch part),SXM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,100.0
10186,Slovak Republic,SVK,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,56.163
10187,Slovenia,SVN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,50.78
10188,Solomon Islands,SLB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,16.201
10189,Somalia,SOM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,33.617
10190,South Africa,ZAF,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,57.368
10191,South Sudan,SSD,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,16.632
10192,Spain,ESP,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,76.343
10193,Sri Lanka,LKA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,18.431
10194,St. Kitts and Nevis,KNA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,32.593
10195,St. Lucia,LCA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,27.473000000000003
10196,St. Vincent and the Grenadines,VCT,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,45.548
10197,Sudan,SDN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,32.548
10198,Suriname,SUR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,66.517
10199,Swaziland,SWZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,22.555
10200,Sweden,SWE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,84.071
10201,Switzerland,CHE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,73.322
10202,Syrian Arab Republic,SYR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,52.31399999999999
10203,Tajikistan,TJK,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,26.457
10204,Tanzania,TZA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,22.674
10205,Thailand,THA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,32.572
10206,Timor-Leste,TMP,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,24.619
10207,Togo,TGO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,33.356
10208,Tonga,TON,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,23.041
10209,Trinidad and Tobago,TTO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,10.597
10210,Tunisia,TUN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,63.818000000000005
10211,Turkey,TUR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,65.332
10212,Turkmenistan,TKM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,46.137
10213,Turks and Caicos Islands,TCA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,85.36200000000001
10214,Tuvalu,TUV,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,46.429
10215,Uganda,UGA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,12.167
10216,Ukraine,UKR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,67.183
10217,United Arab Emirates,ARE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,80.655
10218,United Kingdom,GBR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,78.751
10219,United States,USA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,79.234
10220,Uruguay,URY,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,92.303
10221,Uzbekistan,UZB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,37.278
10222,Vanuatu,VUT,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,21.953000000000003
10223,Venezuela, RB,VEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,88.303
10224,Vietnam,VNM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,24.937
10225,Virgin Islands (U.S.),VIR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,92.814
10226,West Bank and Gaza,WBG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,72.189
10227,Yemen, Rep.,YEM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,26.787
10228,Zambia,ZMB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,34.958
10229,Zimbabwe,ZWE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2001,34.17
10230,Arab World,ARB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,53.63328642495301
10231,Caribbean small states,CSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,41.6113703971536
10232,Central Europe and the Baltics,CEB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,61.6322608631301
10233,East Asia & Pacific (all income levels),EAS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,43.3122182938075
10234,East Asia & Pacific (developing only),EAP,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,38.7908873538161
10235,Euro area,EMU,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,72.9837471653338
10236,Europe & Central Asia (all income levels),ECS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,68.6131035476159
10237,Europe & Central Asia (developing only),ECA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,57.537864522291095
10238,European Union,EUU,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,71.9303190766287
10239,Fragile and conflict affected situations,FCS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,36.2198415870957
10240,Heavily indebted poor countries (HIPC),HPC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,29.1870525189735
10241,High income,HIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,77.5562883615072
10242,High income: nonOECD,NOC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,78.68137930684091
10243,High income: OECD,OEC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,77.24711537478692
10244,Latin America & Caribbean (all income levels),LCN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,75.96551922792071
10245,Latin America & Caribbean (developing only),LAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,73.6987125103115
10246,Least developed countries: UN classification,LDC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,25.24275233921089
10247,Low & middle income,LMY,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,39.7603419526201
10248,Low income,LIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,25.4377367653223
10249,Lower middle income,LMC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,33.553933763868606
10250,Middle East & North Africa (all income levels),MEA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,59.324885918545
10251,Middle East & North Africa (developing only),MNA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,56.1181339857857
10252,Middle income,MIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,41.18428003612
10253,North America,NAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,79.46014500429959
10254,OECD members,OED,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,76.4499216243985
10255,Other small states,OSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,42.5501388072218
10256,Pacific island small states,PSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,34.6102847143652
10257,Small states,SST,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,41.68410596060861
10258,South Asia,SAS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,28.003576999008494
10259,Sub-Saharan Africa (all income levels),SSF,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,31.5904092075596
10260,Sub-Saharan Africa (developing only),SSA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,31.5823516430761
10261,Upper middle income,UMC,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,49.6662573280529
10262,World,WLD,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,47.4779667636185
10263,Afghanistan,AFG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,21.915
10264,Albania,ALB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,43.501000000000005
10265,Algeria,DZA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,61.501000000000005
10266,American Samoa,ASM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,88.39399999999999
10267,Andorra,ADO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,91.641
10268,Angola,AGO,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,33.895
10269,Antigua and Barbuda,ATG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,31.099
10270,Argentina,ARG,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,89.51899999999999
10271,Armenia,ARM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,64.283
10272,Aruba,ABW,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,45.972
10273,Australia,AUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,87.541
10274,Austria,AUT,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,65.806
10275,Azerbaijan,AZE,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,51.787
10276,Bahamas, The,BHS,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,82.118
10277,Bahrain,BHR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,88.37
10278,Bangladesh,BGD,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,24.756
10279,Barbados,BRB,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,33.472
10280,Belarus,BLR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,70.939
10281,Belgium,BEL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,97.239
10282,Belize,BLZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,47.122
10283,Benin,BEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,38.969
10284,Bermuda,BMU,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,100.0
10285,Bhutan,BTN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,27.57
10286,Bolivia,BOL,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,62.791
10287,Bosnia and Herzegovina,BIH,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,39.264
10288,Botswana,BWA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,54.374
10289,Brazil,BRA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,81.88
10290,Brunei Darussalam,BRN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,72.13600000000001
10291,Bulgaria,BGR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,69.524
10292,Burkina Faso,BFA,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,19.258
10293,Burundi,BDI,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,8.682
10294,Cabo Verde,CPV,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,55.146
10295,Cambodia,KHM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,18.82
10296,Cameroon,CMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,46.738
10297,Canada,CAN,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,79.888
10298,Cayman Islands,CYM,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,100.0
10299,Central African Republic,CAF,Urban population (% of total),SP.URB.TOTL.IN.ZS,2002,37.802
