mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
11,1,1,B6,831,JFK,1028,6.08,172,22
10,30,0,US,343,ORD,1440,7.33,243,-33
0,24,4,OO,6485,ORD,438,17.83,99,-22
2,20,4,OO,5551,SFO,86,7.2,43,3
5,6,5,AA,525,ORD,1236,10.33,180,26
4,13,2,HA,30,OGG,2640,14.5,320,15
8,21,0,US,1005,ORD,678,9.92,116,18
8,9,2,OO,6259,ORD,130,8.07,55,-8
9,14,2,B6,1053,JFK,340,14.92,107,4
9,16,4,OO,6336,SFO,192,7.58,55,-1
5,6,5,UA,3,ORD,4184,10.03,528,0
3,1,2,OO,5932,ORD,416,14.47,88,12
2,2,0,UA,1454,ORD,1012,13.25,156,4
10,3,1,UA,365,ORD,1726,9.8,276,-23
11,3,3,UA,690,ORD,733,17,141,-12
11,8,1,OO,5479,SFO,238,13.42,80,66
11,15,1,UA,600,ORD,612,6,106,62
8,27,6,UA,673,LGA,733,9,153,17
2,2,0,HA,305,OGG,100,12,34,-5
9,26,0,AA,1544,SFO,1846,10.92,255,21
11,2,2,UA,955,SFO,447,15.95,93,-14
4,10,6,AA,1017,LGA,1020,6.25,170,9
7,6,3,UA,88,SFO,2565,12.87,345,69
5,10,2,AA,341,LGA,733,16.58,155,300
9,25,6,AA,690,TUS,813,5.75,130,0
0,18,5,WN,2996,TUS,365,6.42,75,-6
8,10,3,WN,388,SFO,337,19.58,85,-5
2,31,1,UA,927,SFO,337,22.5,80,-7
10,15,6,UA,1178,SMF,910,7.78,144,-21
7,4,1,OO,6035,ORD,409,16.77,95,437
9,1,3,AA,127,JFK,2446,15.83,340,15
5,12,4,AA,6,OGG,3711,16.92,430,-22
2,27,4,OO,5445,SFO,191,14.13,66,-15
6,28,1,B6,143,JFK,1028,14.75,176,16
11,8,1,HA,335,OGG,100,16.13,34,-11
2,8,6,AA,714,TUS,1437,18.17,195,18
9,4,6,AA,2317,ORD,802,10.58,145,-4
2,13,4,WN,2809,SMF,397,17.92,75,-4
9,8,3,AA,301,LGA,733,6.08,144,18
0,18,5,OO,6677,SFO,421,8.17,82,9
10,2,0,AA,19,JFK,2475,10.42,380,-37
1,2,6,UA,72,SFO,372,15.25,86,64
8,16,2,AA,353,LGA,733,18.67,160,-22
11,4,4,UA,1244,ORD,589,21.6,101,151
8,11,4,AA,716,ORD,1005,6.5,150,-5
1,4,1,UA,755,ORD,1721,8,274,159
4,2,5,OO,5807,ORD,911,9.75,152,114
7,29,5,OO,6259,ORD,130,8.03,58,-16
8,16,2,HA,197,OGG,100,20.42,34,-17
6,25,5,US,961,SFO,2521,8.25,327,-6
4,17,6,UA,536,SJC,1829,6.33,255,-10
4,3,6,OO,5724,SFO,78,16.17,45,-6
2,19,3,AA,1846,SJC,1438,15.58,200,-14
6,16,3,OO,5655,SFO,86,9.87,47,-17
11,1,1,OH,6696,ORD,264,18,75,147
1,7,4,AA,1201,ORD,258,15,70,54
5,11,3,UA,111,ORD,1745,11.57,251,142
5,13,5,UA,506,SFO,679,20.58,117,35
1,10,0,UA,59,SFO,2367,8.83,336,249
2,23,0,WN,1052,SJC,308,14.83,70,5
10,28,5,B6,1051,JFK,340,8,110,-29
4,18,0,OH,5251,LGA,544,14.67,137,13
4,11,0,OO,5962,ORD,412,16.67,86,4
9,22,3,UA,755,ORD,1721,8,275,-11
0,6,0,UA,244.0]),ORD,1515,12,244,30
5,9,1,AA,,ORD,1846,18.58,270,57
7,28,4,WN,,SFO,337,17.08,85,-12
10,28,5,AA,,ORD,235,19.42,75,-18
11,12,5,UA,,ORD,1515,17.82,246,16
9,31,5,OH,,JFK,740,9.25,166,-21
0,19,6,AA,,LGA,1076,9.75,205,4
6,11,5,AA,,ORD,585,15.42,110,17
3,6,0,OO,,SFO,199,14.53,65,28
1,5,2,WN,,SFO,1855,17,240,-3
8,27,6,B6,,LGA,1035,14.92,180,47
3,24,4,US,,ORD,1440,18.83,227,21
6,27,0,B6,,JFK,1069,7.92,180,139
1,14,4,OO,,ORD,717,14.3,121,25
6,22,2,UA,,SFO,2367,16.63,323,3
6,25,5,AA,,ORD,334,7.33,85,5
1,3,0,AA,,JFK,1597,8.08,230,0
5,23,1,WN,,SFO,337,17,80,86
8,28,0,UA,,SFO,1846,16.08,246,-2
0,18,5,B6,,JFK,740,13.75,164,7
7,13,3,US,,LGA,544,13.08,116,10
6,15,2,UA,,SFO,337,13.85,89,195
5,1,0,OO,,ORD,1249,17.33,204,33
6,29,2,AA,,ORD,606,18.92,120,70
7,2,6,AA,,JFK,2446,15.42,330,304
5,7,6,US,,LGA,185,10,78,-2
10,26,3,UA,,SFO,337,17.52,88,-12
10,23,0,WN,,SMF,480,12.5,85,-3
7,6,3,OO,,SFO,199,8.3,66,-6
3,17,4,WN,,SMF,373,9.5,80,-5
5,21,6,AA,,SFO,337,16.17,85,-3
2,30,0,UA,,ORD,4243,10.33,541,29
6,19,6,WN,,SJC,342,10.17,80,-7
11,6,6,UA,,ORD,1781,9.8,278,-18
3,20,0,AA,,LGA,1389,14.42,230,28
3,18,5,OO,,ORD,466,20.82,94,-5
5,10,2,UA,,JFK,2475,8.5,370,33
8,22,1,B6,,JFK,944,10.92,162,129
4,16,5,OO,,SFO,158,7.58,57,4
4,11,0,US,,SFO,414,13.58,89,12
3,4,5,UA,,ORD,678,19.67,128,127
6,24,4,AA,,ORD,802,15.25,145,33
5,7,6,UA,,SFO,2367,16.83,323,-12
11,3,3,US,,ORD,599,18.5,112,22
4,7,3,OO,,ORD,403,12.13,91,66
0,10,4,WN,,SJC,308,18.92,70,16
5,6,5,UA,,ORD,1440,17,223,13
1,9,6,OO,,SFO,199,13.08,65,12
6,19,6,UA,,ORD,1005,13.87,163,78
3,1,2,OO,,ORD,557,20,108,37
6,15,2,AA,,ORD,235,18.83,80,23
4,5,1,AA,,ORD,733,11.75,125,21
6,13,0,AA,,JFK,2475,7.75,350,15
0,24,4,OO,,SFO,78,7.92,42,133
9,20,1,OO,,SFO,199,10.37,69,-14
4,16,5,WN,,SFO,337,19.83,80,18
9,15,3,UA,,LGA,733,12.98,156,-2
2,15,6,B6,,JFK,1074,6.25,184,-1
0,5,6,AA,,SMF,1431,8.08,205,-23
4,29,4,B6,,JFK,2454,19.58,379,3
2,9,0,OO,,SFO,329,18.03,92,3
6,22,2,UA,,LGA,733,15,154,108
0,5,6,AA,,ORD,1120,9.08,170,16
7,24,0,WN,,SJC,697,17.75,125,-3
7,4,1,UA,,ORD,1515,15,231,36
4,12,1,US,,LGA,185,14,75,-16
7,11,1,B6,,JFK,1428,20.08,247,102
9,20,1,WN,,TUS,321,6.75,60,-8
11,13,6,HA,,OGG,100,15.12,34,8
10,7,5,UA,,ORD,1745,14.97,272,-8
2,19,3,WN,,SJC,342,14,75,-5
11,22,1,OO,,ORD,130,13.13,53,32
7,15,5,OH,,JFK,1090,8.5,205,50
6,17,4,OO,,ORD,177,13.25,64,16
9,16,4,UA,,SFO,337,13.87,92,65
9,16,4,AA,,ORD,740,13.17,139,-17
4,7,3,AA,,ORD,1182,12.17,180,20
10,14,5,WN,,SFO,651,15.42,120,-9
7,27,3,UA,,ORD,719,10.65,133,72
11,2,2,B6,,JFK,301,18.83,109,-39
7,29,5,WN,,SJC,333,6.75,75,-9
3,7,1,US,,SFO,2521,13.33,331,-28
9,15,3,OO,,ORD,286,18.17,76,34
8,21,0,AA,,LGA,761,19,160,29
6,18,5,B6,,JFK,2454,19.58,379,28
11,23,2,OH,,LGA,834,15.75,175,40
6,18,5,WN,,SFO,447,8.33,85,-1
4,30,5,US,,LGA,214,12,77,3
5,18,3,UA,,ORD,316,19.12,82,-5
6,11,5,OO,,SFO,77,15.18,46,55
1,8,5,UA,,LGA,733,12.92,155,41
5,20,5,AA,,OGG,2486,21.33,300,-4
6,21,1,B6,,ORD,740,16.08,147,61
0,14,1,OO,,ORD,631,19.33,107,21
1,6,3,AA,,ORD,258,13.17,70,43
1,25,1,UA,,ORD,1005,8,153,-6
9,6,1,UA,,ORD,334,14.92,92,-18
5,17,2,OH,,JFK,187,9.83,92,-5
1,25,1,OO,,ORD,1013,8.02,176,-15
8,14,0,WN,,SFO,651,11.75,125,34
9,21,2,US,,LGA,214,13,71,-23
5,21,6,OH,,LGA,431,9.75,122,-15
9,25,6,HA,,OGG,100,11.08,34,4
9,8,3,WN,,SMF,404,17.92,85,-10
10,19,3,B6,,LGA,1035,21,167,30
5,21,6,UA,,SFO,337,16.03,87,-7
3,14,1,AA,,SMF,1431,8.08,195,-4
5,28,6,UA,,ORD,678,20.95,129,90
6,15,2,HA,,OGG,100,7.5,34,-4
9,4,6,HA,,OGG,100,11.08,34,-2
7,7,4,AA,,ORD,1041,10.75,160,-4
6,21,1,AA,,ORD,719,9.25,120,-5
5,27,5,AA,,LGA,733,14.98,160,37
3,20,0,UA,,ORD,606,16.67,119,-13
2,19,3,UA,,SJC,948,18.63,145,-19
2,9,0,OH,,LGA,544,17.92,138,49
1,28,4,UA,,ORD,1745,15.08,268,26
1,29,5,AA,,ORD,867,20.92,130,70
0,26,6,OO,,ORD,179,18.03,57,63
0,18,5,US,,LGA,214,8,74,-10
1,17,0,UA,,SMF,1781,13.85,237,94
1,7,4,B6,,JFK,944,11,173,35
5,12,4,UA,,ORD,1745,9.78,258,29
10,21,5,AA,,ORD,1041,18.17,185,78
4,11,0,WN,,SJC,333,12.75,70,26
0,10,4,UA,,ORD,783,18.45,122,33
5,19,4,AA,,ORD,733,7.5,125,-1
10,17,1,AA,,ORD,1437,9.42,240,-20
7,1,5,OO,,ORD,607,9.17,113,35
0,11,5,AA,,ORD,1846,10.17,285,73
0,13,0,UA,,SFO,1464,10.88,209,-1
10,27,4,UA,,ORD,1012,13.33,159,-10
6,31,4,OH,,LGA,1011,11.75,181,45
1,12,2,UA,,SFO,2565,10.92,330,29
6,21,1,UA,,ORD,264,9.43,73,45
6,17,4,B6,,JFK,1074,13.92,184,31
8,19,5,OO,,ORD,409,16.3,89,2
8,27,6,B6,,JFK,426,16.58,120,-20
8,5,5,UA,,ORD,1745,17.23,266,5
11,15,1,OO,,ORD,264,15.88,76,-1
9,8,3,B6,,JFK,2465,8.5,363,-24
11,18,4,UA,,ORD,1745,9.22,272,19
8,12,5,UA,,LGA,733,13,154,103
0,3,4,UA,,ORD,1835,10.32,285,42
6,30,3,WN,,SJC,296,16.83,60,-2
0,16,3,AA,,LGA,1389,6,240,10
7,8,5,B6,,JFK,541,14.92,121,99
4,19,1,OO,,SJC,308,13.98,82,-19
2,9,0,US,,LGA,185,18,74,-14
4,8,4,UA,,ORD,802,9.75,142,1
4,22,4,B6,,JFK,274,17.58,100,-1
8,7,0,AA,,ORD,235,13.83,80,-5
10,17,1,B6,,JFK,187,7.08,75,-25
6,6,0,AA,,TUS,813,14.17,140,44
5,30,1,WN,,SJC,333,12.75,70,-2
11,9,2,AA,,ORD,235,19.42,75,85
6,8,2,UA,,SFO,2338,8.83,311,-22
4,12,1,AA,,ORD,1745,11,255,19
3,16,3,US,,LGA,214,15,80,21
9,15,3,OO,,ORD,67,7.93,44,-3
4,9,5,AA,,SFO,2586,22,325,19
7,26,2,WN,,SFO,447,20.58,85,-3
10,25,2,AA,,ORD,1197,12.92,180,-5
7,29,5,AA,,JFK,944,15.92,165,41
3,10,4,AA,,ORD,1197,11.08,178,45
10,5,3,B6,,JFK,2569,18.5,422,-42
9,17,5,UA,,ORD,1745,21.18,268,-19
6,11,5,WN,,SFO,337,14.08,80,48
6,31,4,AA,,ORD,258,18.5,70,146
5,4,3,UA,,ORD,177,15.93,70,60
11,16,2,AA,,ORD,1652,10,260,71
6,7,1,AA,,LGA,764,19.92,140,37
2,19,3,AA,,SJC,1438,7.58,205,-2
3,17,4,B6,,JFK,340,8.5,111,-23
5,10,2,B6,,JFK,228,17.17,96,313
1,21,4,AA,,ORD,1182,17.08,180,38
7,19,2,OO,,SFO,86,19.58,47,15
5,21,6,WN,,SJC,417,14.08,80,-7
1,2,6,UA,,ORD,1005,15.75,151,66
11,30,2,B6,,JFK,1069,17.5,208,-24
11,4,4,AA,,ORD,1515,14.5,245,-11
1,2,6,UA,,SFO,550,13.3,105,141
2,21,5,AA,,LGA,733,14.5,165,216
0,13,0,UA,269.0]),ORD,1739,11.92,269,6
8,7,0,OH,,JFK,301,9.17,104,16
3,23,3,AA,,ORD,978,13.75,160,-12
2,8,6,AA,,JFK,1597,8.08,230,48
7,3,0,AA,,SMF,1431,8,197,-2
2,28,5,B6,,JFK,1597,21,242,-9
0,29,2,UA,,ORD,4243,10.42,556,-10
2,29,6,UA,,ORD,1440,18,232,-16
1,16,6,B6,,JFK,1028,10,189,20
0,22,2,UA,,SJC,1829,6.33,250,22
7,1,5,OO,,ORD,196,13.17,60,89
7,22,5,UA,,ORD,888,20.07,155,2
9,26,0,OO,,ORD,738,18.08,133,52
4,3,6,UA,,ORD,235,14.22,79,27
1,29,5,HA,,OGG,100,11.08,34,-9
6,14,1,AA,,SJC,1476,8.25,210,1
7,15,5,B6,,JFK,187,21.75,91,256
6,29,2,WN,,SJC,308,10.33,75,1
11,5,5,US,,LGA,185,8,57,-4
4,11,0,UA,,SFO,1504,11.58,206,92
7,2,6,US,,SFO,414,8.92,92,-14
11,19,5,HA,,OGG,100,7.37,34,-4
2,10,1,OO,,ORD,1041,8.33,181,7
7,2,6,AA,,ORD,802,6.67,135,19
1,29,5,WN,,SMF,479,21.42,85,-14
10,10,1,OO,,SFO,77,19.58,42,-7
0,27,0,B6,,JFK,2465,9.33,371,23
5,8,0,OO,,ORD,717,6,120,-2
4,12,1,OO,,SFO,262,15.52,81,29
5,25,3,AA,,OGG,2486,21.33,300,33
3,10,4,OH,,JFK,144,13,67,-2
5,1,0,B6,,JFK,2248,18.83,350,16
0,18,5,OO,,SFO,599,7.5,111,20
7,11,1,UA,,ORD,599,15.75,115,18
1,7,4,AA,,ORD,1846,13,285,16
1,24,0,WN,,SJC,342,20.83,75,10
0,22,2,B6,,JFK,2576,8.92,395,15
10,6,4,OO,,ORD,475,19.3,100,123
6,27,0,OO,,SFO,262,12.63,74,22
2,29,6,OO,,ORD,130,13.17,52,4
0,27,0,UA,117.0]),ORD,606,18.25,117,-12
6,17,4,UA,,ORD,1745,11.53,251,23
10,10,1,AA,,ORD,1005,7,155,-4
0,31,4,OO,,ORD,157,21.33,55,124
8,28,0,AA,,ORD,647,10,110,-8
7,13,3,OH,,LGA,1011,11.75,181,32
9,26,0,WN,,SFO,651,19.67,120,-4
2,12,3,AA,,ORD,1120,9.08,165,7
11,21,0,WN,,SFO,414,14,100,125
9,1,3,AA,,ORD,334,13,90,-15
4,28,3,US,,SMF,647,12.55,112,0
7,18,1,OH,,LGA,478,10.48,128,-12
7,2,6,UA,,ORD,888,9,149,200
1,11,1,OO,,SFO,250,8.67,79,-6
6,28,1,UA,,ORD,594,13.18,116,-19
2,31,1,B6,,JFK,301,20.17,110,76
8,21,0,WN,,SJC,308,14.42,75,10
5,9,1,UA,,SFO,1846,10.72,251,46
9,22,3,WN,,SFO,967,17.58,145,44
7,19,2,B6,,JFK,1428,20.08,247,-24
6,6,0,AA,,LGA,887,12.98,160,11
11,9,2,OH,,LGA,834,20.5,165,0
11,10,3,OO,,ORD,177,16.47,61,3
5,3,2,UA,,SFO,1846,8.82,251,29
1,15,5,OO,,ORD,157,20.92,55,-3
8,8,1,AA,,ORD,1249,18.83,205,69
0,18,5,OO,,ORD,157,7,55,-5
5,25,3,US,,LGA,185,15,70,-5
7,6,3,B6,,JFK,187,9.67,82,57
0,23,3,OO,,ORD,130,21.5,52,79
3,7,1,AA,,ORD,802,6,140,3
3,20,0,HA,,SFO,2398,8.83,310,8
6,18,5,AA,,ORD,334,13.17,90,-18
11,22,1,UA,,SFO,967,12.67,155,36
2,20,4,UA,,JFK,2586,19.97,404,25
2,31,1,AA,,ORD,1515,14.5,240,38
9,3,5,WN,,SJC,342,7.42,80,-8
7,12,2,B6,,JFK,829,20.75,167,158
4,14,3,OH,,LGA,563,13,113,19
8,13,6,UA,,ORD,606,13.55,117,83
6,10,4,WN,,SFO,1855,7.25,250,-14
10,17,1,OO,,ORD,299,6.3,72,96
6,27,0,AA,,LGA,761,19.25,150,87
6,30,3,US,,ORD,678,13.83,126,6
4,29,4,OO,,SJC,585,16.33,112,-8
8,2,2,OH,,LGA,431,11.25,116,3
6,19,6,UA,,ORD,622,20.98,105,3
10,28,5,OO,,SFO,326,9.75,72,24
4,13,2,OO,,ORD,416,19.75,88,125
4,31,6,B6,,JFK,264,17.33,95,20
9,22,3,B6,,JFK,1028,13.25,170,24
4,21,3,OO,,ORD,466,20.67,94,3
5,5,4,UA,,SFO,337,11.58,89,40
3,27,0,AA,,ORD,1197,18.08,180,-1
10,8,6,UA,,ORD,678,8,123,49
5,16,1,UA,,ORD,612,6.08,106,94
2,13,4,OO,,ORD,1437,9.75,226,-2
7,5,2,WN,,SFO,337,21.67,80,-1
5,16,1,OO,,SFO,77,12.23,46,54
8,4,4,OO,,TUS,601,11.25,107,-13
10,6,4,AA,,ORD,802,20.83,150,63
3,13,0,AA,,ORD,1745,14.08,265,-11
0,20,0,B6,,ORD,740,9.42,130,66
8,15,1,UA,,ORD,719,10.73,134,3
5,2,1,US,,LGA,335,15.67,100,-12
6,25,5,UA,,SFO,967,12.78,158,19
0,20,0,UA,,SFO,447,8.78,87,49
0,2,3,AQ,,OGG,100,23,34,-11
3,28,1,OH,,JFK,187,10.33,76,29
0,12,6,WN,,SJC,296,14.17,60,-8
11,24,3,WN,,SMF,404,19.58,85,16
5,20,5,UA,,SJC,948,7.67,156,-24
1,16,6,OO,,ORD,584,19.7,110,-7
7,7,4,OH,,JFK,144,14.92,79,50
5,15,0,B6,,JFK,1576,6,219,8
6,11,5,OO,,ORD,344,20.98,78,40
6,14,1,AA,,ORD,612,20.42,105,31
1,26,2,UA,,ORD,1249,20.17,218,86
8,12,5,UA,,ORD,647,13.18,120,-12
10,13,4,UA,,ORD,733,9.07,131,-18
9,24,5,UA,,SFO,2586,11.62,343,25
3,21,1,UA,,ORD,1723,17.75,259,34
1,18,1,UA,,ORD,723,19.5,119,54
7,27,3,AA,,LGA,1097,17.42,190,84
10,7,5,OO,,SJC,585,12.67,114,-21
5,23,1,B6,,SMF,387,10.83,83,-10
6,18,5,UA,,ORD,473,19.75,97,119
4,1,4,AA,,ORD,1437,14.67,220,29
2,30,0,AA,,ORD,733,21.58,115,125
3,16,3,OO,,ORD,109,6.92,47,-5
7,16,6,AA,,ORD,888,8.42,150,29
10,9,0,WN,,SFO,447,21,85,131
0,2,3,UA,,SFO,2419,23.18,297,16
6,6,0,UA,,ORD,733,6,126,-16
8,14,0,OH,,JFK,213,18.67,109,146
5,19,4,AA,,JFK,2446,15.42,330,8
5,29,0,B6,,JFK,1069,16.58,191,16
7,3,0,US,,LGA,544,18.92,126,-7
6,21,1,UA,,LGA,733,9,152,6
3,2,3,UA,,ORD,473,13.63,92,-7
7,11,1,AA,,ORD,1440,13.33,215,-14
0,22,2,WN,,SFO,414,18.25,85,6
4,16,5,UA,,SFO,337,20.17,89,-2
5,11,3,UA,,SFO,414,20.38,94,-2
3,10,4,US,,SFO,651,9.17,117,-9
8,28,0,B6,,JFK,2465,12,356,-3
5,13,5,WN,,SMF,389,21.17,75,9
7,27,3,UA,,SFO,2521,22.33,332,13
1,23,6,AA,,ORD,1041,10.67,175,-14
9,26,0,B6,,JFK,1028,8.08,175,-12
11,7,0,AA,,ORD,733,15.25,135,42
8,1,1,OH,,ORD,264,19.25,75,43
4,16,5,OO,,ORD,323,11.05,75,-7
6,11,5,UA,,SFO,2704,6.22,349,-19
9,12,0,AA,,SFO,1846,14.08,250,30
8,1,1,UA,,SFO,2521,14.05,332,-16
10,10,1,B6,,JFK,829,20.98,171,-29
4,30,5,UA,,SFO,337,16.32,84,50
7,8,5,OO,,SFO,250,22.72,80,33
10,28,5,UA,,SFO,1846,9.85,253,0
2,8,6,UA,,ORD,622,21,104,8
2,17,1,UA,,ORD,647,18.57,115,-4
1,12,2,AA,,ORD,802,7.58,150,29
0,11,5,B6,,LGA,1035,21.08,166,189
7,23,6,AA,,ORD,733,16.67,140,39
10,23,0,AA,,ORD,733,15.25,135,-10
8,28,0,UA,,ORD,1515,7.4,236,-25
11,23,2,AA,,JFK,2586,7.08,400,26
9,4,6,AA,,SFO,1464,13.25,205,45
4,2,5,B6,,JFK,288,21.83,106,18
11,9,2,AA,,ORD,1671,10,255,-20
5,5,4,AA,,ORD,867,19,140,132
6,12,6,WN,,SMF,358,6.5,70,-2
10,14,5,B6,,JFK,1522,13,259,-3
9,16,4,AA,,ORD,235,19.08,75,6
11,22,1,US,,SFO,2521,22,307,-14
1,17,0,WN,,SJC,308,19.67,70,71
6,2,3,AA,,SJC,1829,13.33,250,50
11,30,2,OO,,SMF,532,16.33,95,16
3,25,5,AA,,ORD,1440,16.42,225,93
8,2,2,UA,,ORD,1515,9.2,236,-11
7,21,4,AA,,ORD,678,20.75,115,20
9,12,0,OH,,LGA,722,9.17,168,-32
0,11,5,UA,,SFO,550,10.67,105,-4
4,30,5,OO,,ORD,196,17.4,63,48
0,6,0,UA,,SFO,2586,8,338,-18
1,11,1,AA,,ORD,2072,7.83,270,20
8,26,5,UA,,ORD,1515,18.83,236,23
3,6,0,US,,JFK,2153,17.92,350,-21
0,11,5,OH,,JFK,426,8.5,124,53
0,13,0,AA,,SFO,1464,9.42,205,-2
9,31,5,UA,,ORD,1846,11.77,283,-13
7,25,1,AA,,LGA,1097,10.58,185,25
4,7,3,UA,,OGG,2486,13.2,313,101
5,16,1,OO,,ORD,607,19.05,110,94
0,9,3,AA,,SFO,1464,6.92,210,13
5,25,3,OH,,JFK,382,14.98,103,13
11,21,0,UA,,ORD,235,19.17,81,55
11,20,6,OO,,ORD,323,14.22,77,46
6,1,2,UA,,ORD,723,19.17,118,0
8,27,6,AA,,LGA,1097,10.58,190,17
2,3,1,WN,,SMF,389,21.92,75,6
3,21,1,UA,,ORD,647,13.17,123,1
10,4,2,UA,,ORD,837,20.17,144,-20
4,31,6,UA,,ORD,1745,6.17,257,-2
0,2,3,AA,,SFO,1846,10.92,260,87
8,24,3,AA,,LGA,733,17,160,-25
2,1,6,WN,,SJC,417,11.67,75,-7
4,1,4,UA,,ORD,733,7,131,-9
5,5,4,OO,,ORD,978,20.75,152,65
11,5,5,WN,,SMF,373,11.67,80,17
7,7,4,UA,,ORD,528,19.68,106,60
11,2,2,OO,,ORD,157,8.18,51,31
4,2,5,B6,,JFK,209,11,75,-7
11,19,5,US,,ORD,1440,10.67,235,128
9,23,4,WN,,SMF,397,15.17,80,0
0,7,1,UA,,SJC,948,16.97,147,-12
3,10,4,US,,SFO,651,6,115,-11
4,20,2,UA,,SFO,337,8.68,93,-6
4,17,6,UA,,SFO,2447,8.92,335,-2
7,7,4,OO,,ORD,224,17.83,69,-9
3,8,2,UA,,ORD,528,13.28,100,-8
1,2,6,UA,,SFO,2586,8,324,-1
6,22,2,UA,,SFO,2419,9.88,319,55
4,31,6,OO,,SFO,86,11.25,42,44
6,28,1,OO,,SFO,262,21.23,80,107
1,11,1,WN,,SJC,342,11.25,75,-6
5,14,6,AA,,ORD,802,19.25,135,2
4,3,6,AA,,SFO,1846,23.33,235,-3
4,29,4,AA,,OGG,2486,21.17,310,14
2,19,3,OO,,SFO,262,18.65,79,102
3,3,4,WN,,SMF,358,19.92,70,-3
4,7,3,OO,,SFO,462,21.75,118,42
2,19,3,UA,,ORD,1012,13.25,156,91
2,4,2,UA,,OGG,2486,21.25,300,-8
3,14,1,OO,,SFO,250,18.42,81,-2
2,9,0,AA,,ORD,1846,7.5,275,-9
5,9,1,UA,,ORD,867,6.53,136,-8
3,19,6,UA,,ORD,334,12,83,15
5,11,3,UA,,ORD,1829,20.35,274,133
6,12,6,B6,,JFK,1069,15.08,182,24
11,27,6,UA,,ORD,316,19.3,87,100
4,23,5,OH,,ORD,264,19.27,75,31
2,14,5,AA,,SJC,1438,10.33,200,17
6,25,5,B6,,LGA,1076,16.33,189,134
4,11,0,OH,,LGA,1011,14.48,187,-7
11,29,1,AA,,SFO,1464,16.67,195,-12
10,12,3,WN,,SFO,337,10.08,85,32
6,10,4,AA,,ORD,733,14.33,130,-6
0,26,6,AA,,ORD,1652,10.17,251,80
6,7,1,AA,,ORD,978,8,155,27
11,21,0,OO,,SFO,153,10.98,64,53
8,22,1,UA,,ORD,412,7.68,84,-6
0,15,2,OO,,SFO,451,13.9,94,83
2,27,4,OO,,SFO,78,11,45,-9
4,18,0,AA,,JFK,1090,8.75,185,-8
5,22,0,AA,,JFK,1090,15.92,190,81
3,19,6,OH,,JFK,213,8.5,97,68
3,22,2,AA,,LGA,950,11,170,27
5,29,0,AA,,ORD,1197,9.83,180,2
2,19,3,B6,,JFK,944,19.33,193,16
5,6,5,US,,JFK,2248,20.48,351,111
3,1,2,HA,,OGG,100,18.33,34,-9
7,17,0,WN,,SMF,358,10.08,70,0
1,29,5,UA,,ORD,783,18.67,119,58
1,14,4,UA,,ORD,678,20.92,117,15
3,9,3,OO,,SFO,363,22.5,77,17
0,23,3,AA,,ORD,1846,13,280,41
8,22,1,OO,,SFO,77,15.08,45,-3
7,16,6,OO,,SFO,363,18.25,82,73
8,3,3,OO,,ORD,235,16.73,79,5
1,3,0,UA,,SFO,550,22.42,102,19
5,28,6,B6,,JFK,209,11,75,18
3,30,3,AA,,ORD,1197,18.08,180,31
8,25,4,WN,,TUS,365,20.42,75,-1
3,22,2,WN,,SFO,337,21.83,85,-13
5,3,2,UA,,ORD,316,18.82,76,23
11,28,0,B6,,JFK,1028,13.82,181,17
8,26,5,AA,,SJC,1476,17.58,200,24
1,15,5,UA,,ORD,1745,21.67,270,-31
1,23,6,OO,,ORD,438,12.73,99,-8
0,3,4,B6,,JFK,1069,17.25,200,50
1,16,6,UA,,ORD,678,10.68,119,-15
5,8,0,AA,,ORD,678,13.33,125,202
5,4,3,OO,,SFO,262,18.67,81,105
5,9,1,WN,,SMF,358,16.75,70,-7
6,24,4,UA,,ORD,1726,15.17,253,21
5,1,0,UA,,ORD,678,16.37,128,24
1,1,5,AA,,ORD,612,13.83,105,42
7,16,6,UA,,ORD,612,15.98,111,25
9,1,3,OO,,SFO,191,22.5,67,14
2,11,2,OO,,ORD,177,16.38,62,15
0,31,4,WN,,TUS,365,6.42,75,32
0,11,5,HA,,OGG,100,14.97,34,6
6,13,0,UA,,SFO,550,14.75,101,18
0,14,1,UA,,ORD,1745,20,279,39
4,12,1,US,,LGA,544,11.25,127,-33
5,11,3,OH,,ORD,264,19.25,75,73
4,14,3,UA,,ORD,802,8.25,156,17
4,7,3,UA,,ORD,723,14.28,122,19
3,19,6,OO,,SMF,86,8.45,50,-16
7,11,1,OH,,LGA,292,15,101,135
9,17,5,AA,,ORD,1197,10.08,180,-3
3,5,6,AA,,ORD,802,7.58,150,-15
5,13,5,WN,,SFO,651,12.25,120,-8
2,25,2,B6,,JFK,340,15.58,105,9
5,24,2,UA,,SFO,2586,16.25,340,238
2,3,1,UA,,ORD,1162,9.78,190,15
11,29,1,AA,,ORD,1041,10.42,180,-30
5,14,6,UA,,ORD,1846,7.02,267,16
2,15,6,AA,,ORD,733,18.5,134,118
8,11,4,UA,,ORD,473,7.62,87,-6
10,14,5,AA,,ORD,802,19.25,155,17
6,31,4,OO,,ORD,323,19.67,80,46
4,11,0,UA,,LGA,1619,8.1,264,7
9,8,3,OO,,SFO,326,16.13,69,0
2,14,5,UA,,JFK,2475,11,375,10
8,12,5,AA,,ORD,1440,16.25,225,88
3,6,0,AA,,ORD,925,12,165,3
8,30,2,AA,,ORD,678,11.42,115,3
5,21,6,UA,,SFO,337,13.68,89,25
