CountryName,CountryCode,Year,Total Population,Urban population (% of total)
Iceland,2000,281205,92.401,
India,2000,1053481072,27.667,
Indonesia,2000,211540428,42.002,
Iran,IRN,2000,65850062,64.042
Iraq,2000,23574751,68.496,
Ireland,2000,3805174,59.146,
Isle of Man,2000,76806,51.823,
Israel,2000,6289000,91.203,
Italy,2000,56942108,67.222,
Jamaica,2000,2589389,51.814,
Japan,2000,126843000,78.649,
Jordan,2000,4797000,79.808,
Kazakhstan,2000,14883626,55.729,
Kenya,2000,31065820,19.892,
Kiribati,2000,84406,42.958,
Korea,PRK,2000,22840218,59.412
Korea,KOR,2000,47008111,79.621
Kuwait,2000,1929470,98.113,
Kyrgyz Republic,2000,4898400,35.298,
Lao PDR,2000,5342879,21.977,
Latvia,2000,2367550,68.067,
Lebanon,2000,3235380,86,
Lesotho,2000,1856225,19.548,
Liberia,2000,2891968,44.331,
Libya,2000,5337264,76.346,
Liechtenstein,2000,33282,15.13,
Lithuania,2000,3499536,66.986,
Luxembourg,2000,436300,84.216,
Macao SAR,MAC,2000,431907,100
Macedonia,MKD,2000,2012051,58.548
Madagascar,2000,15744811,27.121,
Malawi,2000,11193230,14.61,
Malaysia,2000,23420751,61.977,
Maldives,2000,286000,27.706,
Mali,2000,11046926,28.356,
Malta,2000,381363,92.368,
Marshall Islands,2000,52161,68.358,
Mauritania,2000,2711421,49.244,
Mauritius,2000,1186873,42.67,
Mexico,2000,102808590,74.722,
Micronesia,FSM,2000,107430,22.33
Moldova,2000,3639592,45.803,
Monaco,2000,32081,100,
Mongolia,2000,2397438,57.133,
Montenegro,2000,604950,58.544,
Morocco,2000,28950553,53.335,
Mozambique,2000,18264536,29.098,
Myanmar,2000,47669791,26.968,
Namibia,2000,1897953,32.373,
Nepal,2000,23740145,13.431,
Netherlands,2000,15925513,76.795,
New Caledonia,2000,213230,61.78,
New Zealand,2000,3857700,85.677,
Nicaragua,2000,5026792,54.737,
Niger,2000,11224523,16.186,
Nigeria,2000,122876723,34.84,
Northern Mariana Islands,2000,68434,90.116,
Norway,2000,4490967,76.081,
Oman,2000,2239403,71.569,
Pakistan,2000,138250487,33.155,
Palau,2000,19174,69.963,
Panama,2000,3028751,62.198,
Papua New Guinea,2000,5374051,13.204,
Paraguay,2000,5302703,55.331,
Peru,2000,25914875,73.042,
Philippines,2000,77932247,47.955,
Poland,2000,38258629,61.716,
Portugal,2000,10289898,54.399,
Puerto Rico,2000,3810605,94.387,
Qatar,2000,593453,96.311,
Romania,2000,22442971,53.004,
Russian Federation,2000,146596557,73.35,
Rwanda,2000,8021875,14.926,
Samoa,2000,174614,21.977,
San Marino,2000,27420,93.44,
Sao Tome and Principe,2000,137164,53.424,
Saudi Arabia,2000,21392273,79.848,
Senegal,2000,9860578,40.345,
Serbia,2000,7516346,53.188,
Seychelles,2000,81131,50.12,
Sierra Leone,2000,4060709,35.626,
Singapore,2000,4027900,100,
Sint Maarten (Dutch part),2000,30519,100,
Slovak Republic,2000,5388720,56.233,
Slovenia,2000,1988925,50.752,
Solomon Islands,2000,412336,15.813,
Somalia,2000,7385416,33.247,
South Africa,2000,44000000,56.891,
South Sudan,2000,6692999,16.504,
Spain,2000,40263216,76.262,
Sri Lanka,2000,19102000,18.443,
St. Kitts and Nevis,2000,45544,32.778,
St. Lucia,2000,156949,27.774,
St. Vincent and the Grenadines,2000,107897,45.186,
Sudan,2000,28079664,32.495,
Suriname,2000,480751,66.444,
Swaziland,2000,1063715,22.686,
Sweden,2000,8872109,84.026,
Switzerland,2000,7184250,73.322,
Syrian Arab Republic,2000,16354050,51.947,
Tajikistan,2000,6186152,26.486,
Tanzania,2000,33991590,22.309,
Thailand,2000,62693322,31.391,
Timor-Leste,2000,847185,24.263,
Togo,2000,4874735,32.907,
Tonga,2000,97898,23.012,
Trinidad and Tobago,2000,1267980,10.777,
Tunisia,2000,9552500,63.432,
Turkey,2000,63240157,64.741,
Turkmenistan,2000,4501419,45.913,
Turks and Caicos Islands,2000,18876,84.55,
Tuvalu,2000,9419,46.018,
Uganda,2000,23757636,12.082,
Ukraine,2000,49175848,67.145,
United Arab Emirates,2000,3050128,80.236,
United Kingdom,2000,58892514,78.651,
United States,2000,282162411,79.057,
Uruguay,2000,3321242,92.028,
Uzbekistan,2000,24650400,37.429,
Vanuatu,2000,185058,21.673,
Venezuela,VEN,2000,24481477,87.98
Vietnam,2000,77630900,24.374,
Virgin Islands (U.S.),2000,108639,92.586,
West Bank and Gaza,2000,2922153,71.969,
Yemen,YEM,2000,17795219,26.267
Zambia,2000,10585220,34.802,
Zimbabwe,2000,12499981,33.758,
Arab World,2001,287358599,53.35537081,
Caribbean small states,2001,6497461,41.58078188,
Central Europe and the Baltics,2001,107811539,61.57180575,
East Asia & Pacific (all income levels),2001,2064256178,42.22406358,
East Asia & Pacific (developing only),2001,1831803900,37.68497551,
Euro area,2001,322544302,72.76722384,
Europe & Central Asia (all income levels),2001,863554388,68.4500465,
Europe & Central Asia (developing only),2001,246439450,57.36787529,
European Union,2001,489163227,71.71080791,
Fragile and conflict affected situations,2001,343880551,35.87067078,
Heavily indebted poor countries (HIPC),2001,487633972,28.85526144,
High income,2001,1291280047,77.22077632,
High income: nonOECD,2001,296194862,78.56091398,
High income: OECD,2001,995085185,76.85199937,
Latin America & Caribbean (all income levels),2001,533449671,75.62880413,
Latin America & Caribbean (developing only),2001,446109420,73.3272263,
Least developed countries: UN classification,2001,681362484,24.83587639,
Low & middle income,2001,4904407186,39.15662023,
Low income,2001,437714055,25.1562435,
Lower middle income,2001,2343442598,33.1853884,
Middle East & North Africa (all income levels),2001,321230141,58.94153409,
Middle East & North Africa (developing only),2001,283601129,55.74499002,
Middle income,2001,4466693131,40.52911338,
North America,2001,316113359,79.29474129,
OECD members,2001,1163507442,76.05462981,
Other small states,2001,16566464,42.01881865,
Pacific island small states,2001,1975126,34.44084062,
Small states,2001,25039051,41.30719593,
South Asia,2001,1411288216,27.65174065,
Sub-Saharan Africa (all income levels),2001,685795280,31.1772633,
Sub-Saharan Africa (developing only),2001,685165071,31.16889143,
Upper middle income,2001,2123250533,48.62856238,
World,2001,6195687233,46.98278361,
Afghanistan,2001,20531160,21.596,
Albania,2001,3060173,42.435,
Algeria,2001,31590320,60.712,
American Samoa,2001,58176,88.491,
Andorra,2001,67770,92.056,
Angola,2001,15562791,33.152,
Antigua and Barbuda,2001,78972,31.74,
Argentina,2001,37471535,89.329,
Armenia,2001,3060036,64.385,
Aruba,2001,92894,46.339,
Australia,2001,19413000,87.378,
Austria,2001,8042293,65.801,
Azerbaijan,2001,8111200,51.587,
Bahamas The,2001,303138,82.064,
Bahrain,2001,694893,88.369,
Bangladesh,2001,133776064,24.096,
Barbados,2001,270686,33.651,
Belarus,2001,9928000,70.458,
Belgium,2001,10286570,97.184,
Belize,2001,254989,47.392,
Benin,2001,7174911,38.65,
Bermuda,2001,62504,100,
Bhutan,2001,580784,26.48,
Bolivia,2001,8496378,62.313,
Bosnia and Herzegovina,2001,3799747,39.285,
Botswana,2001,1762531,54.062,
Brazil,2001,178419396,81.553,
Brunei Darussalam,2001,337074,71.652,
Bulgaria,2001,8020282,69.166,
Burkina Faso,2001,11943740,18.54,
Burundi,2001,6946720,8.461,
Cabo Verde,2001,447357,54.291,
Cambodia,2001,12448881,18.703,
Cameroon,2001,16349364,46.139,
Canada,2001,31081900,79.81,
Cayman Islands,2001,43317,100,
Central African Republic,2001,3794677,37.72,
Chad,2001,8663599,21.67,
Channel Islands,2001,149797,30.495,
Chile,2001,15358418,86.363,
China,2001,1271850000,37.093,
Colombia,2001,40988909,72.38,
Comoros,2001,561525,28.036,
Congo,ZAR,2001,49449015,35.587
Congo,COG,2001,3183883,59.156
Costa Rica,2001,3996800,60.407,
Cote d'Ivoire,2001,16865376,44.195,
Croatia,2001,4440000,55.725,
Cuba,2001,11151472,75.555,
Curacao,2001,129047,91.011,
Cyprus,2001,961482,68.769,
Czech Republic,2001,10216605,73.877,
Denmark,2001,5358783,85.15,
Djibouti,2001,734088,76.578,
Dominica,2001,69660,65.382,
Dominican Republic,2001,8697127,62.556,
Ecuador,2001,12852753,60.799,
Egypt,EGY,2001,69599945,42.843
El Salvador,2001,5844738,59.464,
Equatorial Guinea,2001,549007,38.8,
Eritrea,2001,3655006,17.796,
Estonia,2001,1388115,69.242,
Ethiopia,2001,68393128,14.927,
Faeroe Islands,2001,47012,37.175,
Fiji,2001,814215,48.3,
Finland,2001,5188008,82.368,
France,2001,61357431,76.127,
French Polynesia,2001,241276,55.999,
Gabon,2001,1260435,80.85,
Gambia The,2001,1267103,48.775,
Georgia,2001,4386400,52.398,
Germany,2001,82349925,73.113,
Ghana,2001,19293804,44.601,
Greece,2001,10951764,72.913,
Greenland,2001,56350,81.849,
Grenada,2001,101849,36.105,
Guam,2001,156417,93.233,
Guatemala,2001,11976725,45.532,
Guinea,2001,8955756,31.355,
Guinea-Bissau,2001,1343646,37.482,
Guyana,2001,743163,28.606,
Haiti,2001,8692564,37.251,
Honduras,2001,6371304,45.964,
Hong Kong SAR,HKG,2001,6714300,100
Hungary,2001,10187576,64.67,
Iceland,2001,284968,92.532,
India,2001,1071888190,27.918,
Indonesia,2001,214448301,42.782,
Iran,IRN,2001,66812736,64.758
Iraq,2001,24258794,68.55,
Ireland,2001,3866243,59.395,
Isle of Man,2001,77608,51.833,
Israel,2001,6439000,91.267,
Italy,2001,56974100,67.282,
Jamaica,2001,2605556,52.053,
Japan,2001,127149000,79.99,
Jordan,2001,4917000,80.087,
Kazakhstan,2001,14858335,55.527,
Kenya,2001,31863280,20.239,
Kiribati,2001,85858,43.473,
Korea,PRK,2001,23043441,59.491
Korea,KOR,2001,47357362,79.94
Kuwait,2001,1990022,98.128,
Kyrgyz Republic,2001,4945100,35.296,
Lao PDR,2001,5424701,22.993,
Latvia,2001,2337170,67.95,
Lebanon,2001,3359875,86.115,
Lesotho,2001,1871489,20.067,
Liberia,2001,2998770,44.673,
Libya,2001,5428303,76.441,
Liechtenstein,2001,33663,14.962,
Lithuania,2001,3470818,66.919,
Luxembourg,2001,441525,84.843,
Macao SAR,MAC,2001,438088,100
Macedonia,MKD,2001,2021585,58.339
Madagascar,2001,16235767,27.391,
Malawi,2001,11491824,14.698,
Malaysia,2001,23920963,62.922,
Maldives,2001,292000,28.859,
Mali,2001,11376094,29.075,
Malta,2001,393028,92.641,
Marshall Islands,2001,52184,68.674,
Mauritania,2001,2796502,50.043,
Mauritius,2001,1196287,42.46,
Mexico,2001,104239563,75.045,
Micronesia,FSM,2001,107170,22.33
Moldova,2001,3631462,45.704,
Monaco,2001,32364,100,
Mongolia,2001,2419729,58.222,
Montenegro,2001,607389,59.559,
Morocco,2001,29250983,53.662,
Mozambique,2001,18792357,29.277,
Myanmar,2001,48195684,27.318,
Namibia,2001,1931005,32.898,
Nepal,2001,24140941,13.967,
Netherlands,2001,16046180,77.83,
New Caledonia,2001,217324,62.171,
New Zealand,2001,3880500,85.764,
Nicaragua,2001,5100750,54.976,
Niger,2001,11642308,16.27,
Nigeria,2001,126014935,35.669,
Northern Mariana Islands,2001,68817,90.054,
Norway,2001,4513751,76.561,
Oman,2001,2272547,71.549,
Pakistan,2001,141282077,33.446,
Palau,2001,19404,71.626,
Panama,2001,3086887,62.494,
Papua New Guinea,2001,5512835,13.182,
Paraguay,2001,5406625,55.966,
Peru,2001,26261363,73.448,
Philippines,2001,79604541,47.684,
Poland,2001,38248076,61.761,
Portugal,2001,10362722,55.044,
Puerto Rico,2001,3818774,94.333,
Qatar,2001,613720,96.506,
Romania,2001,22131970,52.852,
Russian Federation,2001,145976083,73.346,
Rwanda,2001,8329113,15.829,
Samoa,2001,175567,22.068,
San Marino,2001,27771,93.75,
Sao Tome and Principe,2001,140003,54.377,
Saudi Arabia,2001,22007937,80.077,
Senegal,2001,10118078,40.49,
Serbia,2001,7503433,53.456,
Seychelles,2001,81202,50.28,
Sierra Leone,2001,4220198,35.867,
Singapore,2001,4138000,100,
Sint Maarten (Dutch part),2001,31189,100,
Slovak Republic,2001,5378867,56.163,
Slovenia,2001,1992060,50.78,
Solomon Islands,2001,423535,16.201,
Somalia,2001,7610053,33.617,
South Africa,2001,44909738,57.368,
South Sudan,2001,6967817,16.632,
Spain,2001,40756001,76.343,
Sri Lanka,2001,18797000,18.431,
St. Kitts and Nevis,2001,46216,32.593,
St. Lucia,2001,158650,27.473,
St. Vincent and the Grenadines,2001,107989,45.548,
Sudan,2001,28805142,32.548,
Suriname,2001,484210,66.517,
Swaziland,2001,1074765,22.555,
Sweden,2001,8895960,84.071,
Switzerland,2001,7229854,73.322,
Syrian Arab Republic,2001,16694414,52.314,
Tajikistan,2001,6290413,26.457,
Tanzania,2001,34899062,22.674,
Thailand,2001,63415174,32.572,
Timor-Leste,2001,865848,24.619,
Togo,2001,5006223,33.356,
Tonga,2001,98434,23.041,
Trinidad and Tobago,2001,1272383,10.597,
Tunisia,2001,9650600,63.818,
Turkey,2001,64182694,65.332,
Turkmenistan,2001,4551762,46.137,
Turks and Caicos Islands,2001,20186,85.362,
Tuvalu,2001,9471,46.429,
Uganda,2001,24534668,12.167,
Ukraine,2001,48683865,67.183,
United Arab Emirates,2001,3217865,80.655,
United Kingdom,2001,59119673,78.751,
United States,2001,284968955,79.234,
Uruguay,2001,3327105,92.303,
Uzbekistan,2001,24964450,37.278,
Vanuatu,2001,189288,21.953,
Venezuela,VEN,2001,24940223,88.303
Vietnam,2001,78620500,24.937,
Virgin Islands (U.S.),2001,108386,92.814,
West Bank and Gaza,2001,2997784,72.189,
Yemen,YEM,2001,18306287,26.787
Zambia,2001,10861238,34.958,
Zimbabwe,2001,12603988,34.17,
Arab World,2002,293501628,53.63328642,
Caribbean small states,2002,6532561,41.6113704,
Central Europe and the Baltics,2002,107128884,61.63226086,
East Asia & Pacific (all income levels),2002,2081838397,43.31221829,
East Asia & Pacific (developing only),2002,1848308223,38.79088735,
Euro area,2002,324209956,72.98374717,
Europe & Central Asia (all income levels),2002,865246750,68.61310355,
Europe & Central Asia (developing only),2002,246819911,57.53786452,
European Union,2002,490506176,71.93031908,
Fragile and conflict affected situations,2002,352636915,36.21984159,
Heavily indebted poor countries (HIPC),2002,501659710,29.18705252,
High income,2002,1298840755,77.55628836,
High income: nonOECD,2002,297623374,78.68137931,
High income: OECD,2002,1001217381,77.24711537,
Latin America & Caribbean (all income levels),2002,540884684,75.96551923,
Latin America & Caribbean (developing only),2002,452455713,73.69871251,
Least developed countries: UN classification,2002,698794943,25.24275234,
Low & middle income,2002,4976098397,39.76034195,
Low income,2002,449827124,25.43773677,
Lower middle income,2002,2383558218,33.55393376,
Middle East & North Africa (all income levels),2002,327306993,59.32488592,
Middle East & North Africa (developing only),2002,288553691,56.11813399,
Middle income,2002,4526271273,41.18428004,
North America,2002,319050105,79.460145,
OECD members,2002,1171921444,76.44992162,
Other small states,2002,16856776,42.55013881,
Pacific island small states,2002,1995730,34.61028471,
Small states,2002,25385067,41.68410596,
South Asia,2002,1436509869,28.003577,
Sub-Saharan Africa (all income levels),2002,704102354,31.59040921,
Sub-Saharan Africa (developing only),2002,703450990,31.58235164,
Upper middle income,2002,2142713055,49.66625733,
World,2002,6274939152,47.47796676,
Afghanistan,2002,21487079,21.915,
Albania,2002,3051010,43.501,
Algeria,2002,31990387,61.501,
American Samoa,2002,58729,88.394,
Andorra,2002,71046,91.641,
Angola,2002,16109696,33.895,
Antigua and Barbuda,2002,80030,31.099,
Argentina,2002,37889443,89.519,
Armenia,2002,3047249,64.283,
Aruba,2002,94995,45.972,
Australia,2002,19651400,87.541,
Austria,2002,8081957,65.806,
Azerbaijan,2002,8171950,51.787,
Bahamas The,2002,309170,82.118,
Bahrain,2002,725365,88.37,
Bangladesh,2002,136228456,24.756,
Barbados,2002,271479,33.472,
Belarus,2002,9865000,70.939,
Belgium,2002,10332785,97.239,
Belize,2002,262202,47.122,
Benin,2002,7414744,38.969,
Bermuda,2002,62912,100,
Bhutan,2002,598421,27.57,
Bolivia,2002,8653343,62.791,
Bosnia and Herzegovina,2002,3808347,39.264,
Botswana,2002,1786672,54.374,
Brazil,2002,181045592,81.88,
Brunei Darussalam,2002,343383,72.136,
Bulgaria,2002,7868468,69.524,
Burkina Faso,2002,12290984,19.258,
Burundi,2002,7159918,8.682,
Cabo Verde,2002,455396,55.146,
Cambodia,2002,12681984,18.82,
Cameroon,2002,16779434,46.738,
Canada,2002,31362000,79.888,
Cayman Islands,2002,44742,100,
Central African Republic,2002,3859784,37.802,
Chad,2002,9002102,21.702,
Channel Islands,2002,150905,30.557,
Chile,2002,15544554,86.648,
China,2002,1280400000,38.425,
Colombia,2002,41572493,72.683,
Comoros,2002,575428,27.992,
Congo,ZAR,2002,50971407,36.055
Congo,COG,2002,3256867,59.617
Costa Rica,2002,4063208,61.751,
Cote d'Ivoire,2002,17185421,44.853,
Croatia,2002,4440000,55.876,
Cuba,2002,11184540,75.785,
Curacao,2002,129205,90.894,
Cyprus,2002,979883,68.694,
Czech Republic,2002,10196916,73.809,
Denmark,2002,5375931,85.25,
Djibouti,2002,745459,76.624,
Dominica,2002,69806,65.689,
Dominican Republic,2002,8832286,63.361,
Ecuador,2002,13072056,61.118,
Egypt,EGY,2002,70908710,42.889
El Salvador,2002,5874301,60.014,
Equatorial Guinea,2002,567664,38.794,
Eritrea,2002,3788532,18.049,
Estonia,2002,1379350,69.116,
Ethiopia,2002,70391170,15.118,
Faeroe Islands,2002,47452,38.022,
Fiji,2002,815691,48.692,
Finland,2002,5200598,82.503,
France,2002,61805267,76.38,
French Polynesia,2002,245032,55.926,
Gabon,2002,1289192,81.565,
Gambia The,2002,1307674,49.683,
Georgia,2002,4357000,52.293,
Germany,2002,82488495,73.174,
Ghana,2002,19788181,45.275,
Greece,2002,10983723,73.303,
Greenland,2002,56609,82.095,
Grenada,2002,102100,36.058,
Guam,2002,157241,93.334,
Guatemala,2002,12272208,45.937,
Guinea,2002,9114287,31.702,
Guinea-Bissau,2002,1372367,38.318,
Guyana,2002,743107,28.518,
Haiti,2002,8834739,38.935,
Honduras,2002,6499001,46.593,
Hong Kong SAR,HKG,2002,6744100,100
Hungary,2002,10158608,65.081,
Iceland,2002,287523,92.662,
India,2002,1090189358,28.244,
Indonesia,2002,217369087,43.566,
Iran,IRN,2002,67696677,65.468
Iraq,2002,24943793,68.604,
Ireland,2002,3931947,59.649,
Isle of Man,2002,78318,51.851,
Israel,2002,6570000,91.33,
Italy,2002,57059007,67.382,
Jamaica,2002,2615253,52.251,
Japan,2002,127445000,81.647,
Jordan,2002,5038000,80.364,
Kazakhstan,2002,14858948,55.326,
Kenya,2002,32691980,20.591,
Kiribati,2002,87343,43.492,
Korea,PRK,2002,23248053,59.57
Korea,KOR,2002,47622179,80.299
Kuwait,2002,2042215,98.142,
Kyrgyz Republic,2002,4990700,35.295,
Lao PDR,2002,5502340,24.044,
Latvia,2002,2310173,67.85,
Lebanon,2002,3522842,86.231,
Lesotho,2002,1885488,20.597,
Liberia,2002,3070673,45.017,
Libya,2002,5518341,76.544,
Liechtenstein,2002,33995,14.906,
Lithuania,2002,3443067,66.828,
Luxembourg,2002,446175,85.299,
Macao SAR,MAC,2002,444178,100
Macedonia,MKD,2002,2028706,58.13
Madagascar,2002,16736029,27.663,
Malawi,2002,11788731,14.786,
Malaysia,2002,24401977,63.856,
Maldives,2002,297000,30.042,
Mali,2002,11723017,29.806,
Malta,2002,395969,92.905,
Marshall Islands,2002,52161,68.987,
Mauritania,2002,2884672,50.832,
Mauritius,2002,1204621,42.25,
Mexico,2002,105578297,75.365,
Micronesia,FSM,2002,106983,22.33
Moldova,2002,3623062,45.605,
Monaco,2002,32648,100,
Mongolia,2002,2443503,59.304,
Montenegro,2002,609828,60.568,
Morocco,2002,29535591,53.99,
Mozambique,2002,19348715,29.457,
Myanmar,2002,48689952,27.689,
Namibia,2002,1957749,33.766,
Nepal,2002,24516969,14.263,
Netherlands,2002,16148929,79.113,
New Caledonia,2002,221490,62.561,
New Zealand,2002,3948500,85.9,
Nicaragua,2002,5171736,55.216,
Niger,2002,12075991,16.365,
Nigeria,2002,129246283,36.508,
Northern Mariana Islands,2002,68499,89.991,
Norway,2002,4538159,76.999,
Oman,2002,2323203,71.529,
Pakistan,2002,144271586,33.75,
Palau,2002,19575,73.235,
Panama,2002,3144728,62.789,
Papua New Guinea,2002,5653284,13.164,
Paraguay,2002,5508615,56.6,
Peru,2002,26601463,73.85,
Philippines,2002,81294378,47.414,
Poland,2002,38230364,61.787,
Portugal,2002,10419631,55.666,
Puerto Rico,2002,3823701,94.278,
Qatar,2002,634388,96.692,
Romania,2002,21730496,52.78,
Russian Federation,2002,145306046,73.341,
Rwanda,2002,8539029,16.777,
Samoa,2002,176592,21.941,
San Marino,2002,28142,93.925,
Sao Tome and Principe,2002,143085,55.327,
Saudi Arabia,2002,22668102,80.304,
Senegal,2002,10389457,40.636,
Serbia,2002,7500031,53.724,
Seychelles,2002,83700,50.454,
Sierra Leone,2002,4422154,36.109,
Singapore,2002,4176000,100,
Sint Maarten (Dutch part),2002,32566,100,
Slovak Republic,2002,5376912,56.013,
Slovenia,2002,1994530,50.777,
Solomon Islands,2002,434893,16.597,
Somalia,2002,7827203,33.99,
South Africa,2002,45546345,57.898,
South Sudan,2002,7233237,16.761,
Spain,2002,41431558,76.533,
Sri Lanka,2002,18921000,18.418,
St. Kitts and Nevis,2002,46935,32.427,
St. Lucia,2002,160218,26.329,
St. Vincent and the Grenadines,2002,108150,45.91,
Sudan,2002,29569978,32.601,
Suriname,2002,486271,66.591,
Swaziland,2002,1082195,22.425,
Sweden,2002,8924958,84.133,
Switzerland,2002,7284753,73.36,
Syrian Arab Republic,2002,16997521,52.682,
Tajikistan,2002,6406518,26.429,
Tanzania,2002,35855480,23.044,
Thailand,2002,64136669,33.779,
Timor-Leste,2002,894837,24.979,
Togo,2002,5142419,33.809,
Tonga,2002,99005,23.069,
Trinidad and Tobago,2002,1277840,10.419,
Tunisia,2002,9748900,64.202,
Turkey,2002,65125766,65.953,
Turkmenistan,2002,4600172,46.362,
Turks and Caicos Islands,2002,21740,86.007,
Tuvalu,2002,9530,46.841,
Uganda,2002,25355794,12.253,
Ukraine,2002,48202500,67.283,
United Arab Emirates,2002,3394060,81.067,
United Kingdom,2002,59370479,79.047,
United States,2002,287625193,79.409,
Uruguay,2002,3327770,92.569,
Uzbekistan,2002,25271850,37.127,
Vanuatu,2002,193957,22.235,
Venezuela,VEN,2002,25399143,88.438
Vietnam,2002,79537700,25.511,
Virgin Islands (U.S.),2002,108208,93.036,
West Bank and Gaza,2002,3075373,72.409,
Yemen,YEM,2002,18832097,27.315
Zambia,2002,11139978,35.369,
Zimbabwe,2002,12691431,34.585,
Arab World,2003,299853418,53.91795008,
Caribbean small states,2003,6567210,41.63578874,
Central Europe and the Baltics,2003,106808998,61.6744005,
East Asia & Pacific (all income levels),2003,2098591746,44.40109286,
East Asia & Pacific (developing only),2003,1864184472,39.9088188,
Euro area,2003,325980803,73.2056692,
Europe & Central Asia (all income levels),2003,867562844,68.78238223,
Europe & Central Asia (developing only),2003,247668350,57.74180649,
European Union,2003,492343186,72.14247049,
Fragile and conflict affected situations,2003,361673831,36.55162013,
Heavily indebted poor countries (HIPC),2003,516163015,29.53964968,
High income,2003,1306317670,77.87550159,
High income: nonOECD,2003,299016078,78.8048725,
High income: OECD,2003,1007301592,77.62046146,
Latin America & Caribbean (all income levels),2003,548225528,76.2951865,
Latin America & Caribbean (developing only),2003,458709251,74.06688466,
Least developed countries: UN classification,2003,716594050,25.67033278,
Low & middle income,2003,5048020834,40.37001666,
Low income,2003,462302980,25.73132781,
Lower middle income,2003,2423930501,33.92988783,
Middle East & North Africa (all income levels),2003,333494898,59.70819909,
Middle East & North Africa (developing only),2003,293512103,56.48531372,
Middle income,2003,4585717854,41.84634771,
North America,2003,321847258,79.62481018,
OECD members,2003,1180250131,76.82634169,
Other small states,2003,17148152,43.07965314,
Pacific island small states,2003,2016337,34.76799517,
Small states,2003,25731699,42.05949315,
South Asia,2003,1461691023,28.35870735,
Sub-Saharan Africa (all income levels),2003,722925207,32.01016571,
Sub-Saharan Africa (developing only),2003,722255635,32.00251206,
Upper middle income,2003,2161787353,50.71657399,
World,2003,6354338504,47.97610733,
Afghanistan,2003,22507368,22.237,
Albania,2003,3039616,44.573,
Algeria,2003,32394886,62.284,
American Samoa,2003,59117,88.297,
Andorra,2003,74783,91.207,
Angola,2003,16691395,34.645,
Antigua and Barbuda,2003,80904,30.465,
Argentina,2003,38309475,89.71,
Armenia,2003,3036420,64.25,
Aruba,2003,97015,45.606,
Australia,2003,19895400,87.695,
Austria,2003,8121423,65.812,
Azerbaijan,2003,8234100,51.988,
Bahamas The,2003,315757,82.172,
Bahrain,2003,761595,88.376,
Bangladesh,2003,138600174,25.429,
Barbados,2003,272261,33.294,
Belarus,2003,9797000,71.415,
Belgium,2003,10376133,97.292,
Belize,2003,269132,46.851,
Benin,2003,7665681,39.297,
Bermuda,2003,63325,100,
Bhutan,2003,616474,28.688,
Bolivia,2003,8810420,63.264,
Bosnia and Herzegovina,2003,3817313,39.244,
Botswana,2003,1810438,54.607,
Brazil,2003,183627339,82.203,
Brunei Darussalam,2003,349557,72.606,
Bulgaria,2003,7823557,69.879,
Burkina Faso,2003,12651596,19.996,
Burundi,2003,7401215,8.908,
Cabo Verde,2003,462675,55.997,
Cambodia,2003,12901217,18.937,
Cameroon,2003,17218591,47.338,
Canada,2003,31676000,79.967,
Cayman Islands,2003,46032,100,
Central African Republic,2003,3923294,37.884,
Chad,2003,9353516,21.735,
Channel Islands,2003,152034,30.619,
Chile,2003,15729268,86.922,
China,2003,1288400000,39.776,
Colombia,2003,42152147,72.984,
Comoros,2003,589500,27.947,
Congo,ZAR,2003,52602208,36.526
Congo,COG,2003,3331564,60.076
Costa Rica,2003,4125970,63.077,
Cote d'Ivoire,2003,17491539,45.513,
Croatia,2003,4440000,56.04,
Cuba,2003,11214837,75.947,
Curacao,2003,131897,90.775,
Cyprus,2003,998150,68.553,
Czech Republic,2003,10193998,73.74,
Denmark,2003,5390574,85.36,
Djibouti,2003,756656,76.67,
Dominica,2003,70058,65.994,
Dominican Republic,2003,8967759,64.596,
Ecuador,2003,13289600,61.316,
Egypt,EGY,2003,72247626,42.935
El Salvador,2003,5900929,60.561,
Equatorial Guinea,2003,586772,38.802,
Eritrea,2003,3928408,18.315,
Estonia,2003,1370720,68.989,
Ethiopia,2003,72432290,15.31,
Faeroe Islands,2003,47812,38.714,
Fiji,2003,816626,49.085,
Finland,2003,5213014,82.638,
France,2003,62244884,76.632,
French Polynesia,2003,248536,56.029,
Gabon,2003,1318093,82.23,
Gambia The,2003,1350345,50.592,
Georgia,2003,4328900,52.352,
Germany,2003,82534176,73.233,
Ghana,2003,20305396,45.951,
Greece,2003,11018324,73.689,
Greenland,2003,56765,82.338,
Grenada,2003,102371,36.011,
Guam,2003,157823,93.435,
Guatemala,2003,12573346,46.344,
Guinea,2003,9281572,32.06,
Guinea-Bissau,2003,1401716,39.162,
Guyana,2003,742537,28.431,
Haiti,2003,8976555,40.645,
Honduras,2003,6626304,47.233,
Hong Kong SAR,HKG,2003,6730800,100
Hungary,2003,10129552,65.489,
Iceland,2003,289521,92.789,
India,2003,1108369577,28.572,
Indonesia,2003,220307809,44.353,
Iran,IRN,2003,68522074,66.172
Iraq,2003,25630426,68.658,
Ireland,2003,3996521,59.925,
Isle of Man,2003,78975,51.869,
Israel,2003,6689700,91.393,
Italy,2003,57313203,67.501,
Jamaica,2003,2624695,52.437,
Japan,2003,127718000,83.196,
Jordan,2003,5164000,80.638,
Kazakhstan,2003,14909018,55.124,
