headbreadth,headcircumference,headlength,tragiontopofhead,n_hairs,measurement_error
147.0,575.0,194.0,134.0,99988.40507456294,0.1
149.0,554.0,193.0,119.0,100001.3023582154,0.1
144.0,541.0,194.0,130.0,100004.25972642656,0.1
144.0,555.0,191.0,137.0,100007.94729856736,0.1
157.0,560.0,186.0,113.0,100006.80194615056,0.1
148.0,565.0,194.0,135.0,99998.181293243,0.1
150.0,563.0,191.0,128.0,100001.99017486906,0.1
145.0,544.0,179.0,121.0,100002.0878332218,0.1
149.0,553.0,181.0,117.0,99992.86800924374,0.1
153.0,534.0,170.0,133.0,100001.39409667916,0.1
150.0,565.0,197.0,127.0,100002.2999423304,0.1
158.0,595.0,200.0,135.0,99996.1743757506,0.1
147.0,565.0,195.0,115.0,100001.34935036204,0.1
150.0,568.0,194.0,128.0,100011.70488747791,0.1
149.0,559.0,190.0,127.0,99994.3011509909,0.1
152.0,569.0,199.0,120.0,100023.60612588369,0.1
143.0,561.0,184.0,120.0,100001.63634354647,0.1
152.0,555.0,190.0,130.0,100006.31239363094,0.1
153.0,554.0,180.0,122.0,100010.04046983775,0.1
150.0,561.0,189.0,120.0,100003.37558639084,0.1
148.0,557.0,190.0,119.0,99993.80247566654,0.1
152.0,581.0,197.0,120.0,99998.34697162353,0.1
155.0,548.0,179.0,129.0,100006.86348480653,0.1
153.0,545.0,178.0,120.0,100004.78877969991,0.1
157.0,566.0,189.0,133.0,99972.80061909044,0.1
159.0,606.0,206.0,116.0,100017.009121353,0.1
152.0,537.0,180.0,128.0,99997.0563797604,0.1
146.0,550.0,199.0,118.0,99993.67309392654,0.1
146.0,545.0,186.0,128.0,100005.90650916527,0.1
149.0,544.0,181.0,118.0,99992.53730671262,0.1
145.0,558.0,191.0,117.0,100004.84516291204,0.1
140.0,585.0,202.0,121.0,99991.08718667932,0.1
149.0,598.0,202.0,128.0,99999.2494104049,0.1
144.0,566.0,194.0,125.0,99999.91017281276,0.1
148.0,554.0,183.0,112.0,100009.59093984892,0.1
156.0,560.0,184.0,133.0,100006.62567652288,0.1
139.0,534.0,188.0,121.0,99997.05831992516,0.1
140.0,584.0,194.0,125.0,99979.03666600832,0.1
146.0,551.0,195.0,117.0,99992.13615610676,0.1
153.0,598.0,197.0,120.0,100004.30062514429,0.1
148.0,545.0,181.0,131.0,100007.48611211457,0.1
147.0,576.0,192.0,114.0,99989.64602688492,0.1
145.0,578.0,197.0,141.0,100001.41397014106,0.1
140.0,567.0,187.0,124.0,99997.33871825832,0.1
151.0,611.0,199.0,134.0,100014.73575998755,0.1
154.0,568.0,192.0,123.0,100012.35114129784,0.1
151.0,572.0,192.0,137.0,100004.22511598004,0.1
149.0,564.0,186.0,135.0,99980.37813890872,0.1
157.0,543.0,175.0,127.0,99997.8594247402,0.1
155.0,570.0,194.0,136.0,99995.815706141,0.1
147.0,599.0,201.0,129.0,100000.55024731916,0.1
154.0,553.0,187.0,117.0,99985.59251244494,0.1
151.0,545.0,185.0,120.0,100011.8387013842,0.1
145.0,533.0,182.0,130.0,100015.65740231107,0.1
142.0,565.0,200.0,131.0,99997.81050832236,0.1
150.0,560.0,191.0,126.0,99997.49206812606,0.1
147.0,540.0,190.0,126.0,99995.95493675908,0.1
153.0,582.0,197.0,133.0,99999.97687938546,0.1
143.0,555.0,194.0,125.0,100006.00634439512,0.1
152.0,569.0,188.0,127.0,100015.34579698986,0.1
140.0,544.0,184.0,128.0,100000.50447030102,0.1
153.0,589.0,197.0,128.0,100000.04431519276,0.1
147.0,552.0,188.0,122.0,100014.06048238356,0.1
143.0,556.0,196.0,121.0,99988.3065243255,0.1
160.0,595.0,202.0,118.0,100009.99194860016,0.1
142.0,545.0,192.0,127.0,100010.06265628956,0.1
154.0,574.0,192.0,123.0,100006.56830862844,0.1
147.0,561.0,189.0,125.0,99993.82382747844,0.1
147.0,563.0,185.0,124.0,100006.20002160706,0.1
150.0,557.0,189.0,120.0,100005.89806320824,0.1
146.0,571.0,199.0,125.0,100017.4031001437,0.1
144.0,551.0,193.0,124.0,99998.30560423924,0.1
146.0,555.0,193.0,125.0,100006.68277949531,0.1
152.0,558.0,188.0,126.0,99988.91581574788,0.1
156.0,611.0,204.0,123.0,100002.5495474748,0.1
145.0,575.0,190.0,120.0,99999.70795402092,0.1
144.0,563.0,197.0,128.0,99994.06888790826,0.1
146.0,581.0,195.0,128.0,99996.7617771946,0.1
148.0,568.0,195.0,123.0,100019.1938227882,0.1
145.0,563.0,189.0,129.0,100004.96883706131,0.1
144.0,557.0,187.0,126.0,100001.18606097804,0.1
146.0,558.0,186.0,121.0,99988.9602600398,0.1
150.0,556.0,188.0,125.0,99995.02968713982,0.1
154.0,585.0,196.0,130.0,100003.12940757298,0.1
152.0,584.0,197.0,137.0,100002.26165065337,0.1
149.0,582.0,202.0,119.0,100014.63108989965,0.1
143.0,570.0,200.0,120.0,100000.25263857632,0.1
151.0,548.0,184.0,117.0,99998.61208410008,0.1
139.0,582.0,197.0,136.0,99999.8300366272,0.1
146.0,575.0,193.0,125.0,100000.97042451696,0.1
147.0,560.0,198.0,121.0,99999.3815696088,0.1
143.0,547.0,187.0,119.0,100001.6765417171,0.1
145.0,576.0,202.0,133.0,100006.53907337392,0.1
143.0,553.0,183.0,126.0,100013.02428411006,0.1
146.0,570.0,199.0,130.0,99995.89830620975,0.1
151.0,587.0,197.0,126.0,99986.68915861908,0.1
138.0,558.0,185.0,120.0,100006.17350167788,0.1
153.0,582.0,197.0,115.0,100015.6918728034,0.1
140.0,528.0,187.0,130.0,99999.1791296913,0.1
152.0,566.0,190.0,124.0,100006.8188068122,0.1
145.0,578.0,195.0,128.0,99992.74225672304,0.1
154.0,600.0,209.0,139.0,100002.04399725577,0.1
146.0,566.0,194.0,117.0,99995.567933416,0.1
147.0,557.0,191.0,133.0,99996.83919187156,0.1
146.0,552.0,184.0,120.0,99993.88631313744,0.1
153.0,577.0,195.0,134.0,99995.93053659996,0.1
145.0,536.0,183.0,124.0,99996.30851863224,0.1
141.0,547.0,187.0,118.0,100001.80657118052,0.1
150.0,540.0,174.0,124.0,100001.3507455258,0.1
149.0,593.0,197.0,133.0,100009.68621992422,0.1
159.0,620.0,214.0,128.0,99999.05683138114,0.1
146.0,575.0,194.0,127.0,99990.52371947964,0.1
152.0,576.0,202.0,129.0,99997.65707641593,0.1
147.0,562.0,183.0,129.0,99989.08609908148,0.1
147.0,571.0,194.0,135.0,100009.97176241232,0.1
148.0,563.0,191.0,127.0,100010.86480784626,0.1
153.0,588.0,202.0,130.0,99987.0097365352,0.1
151.0,548.0,185.0,130.0,99986.95733772848,0.1
144.0,584.0,196.0,139.0,100011.82555797762,0.1
145.0,563.0,183.0,129.0,99995.70478919138,0.1
144.0,571.0,194.0,126.0,100000.82418705212,0.1
156.0,555.0,175.0,133.0,99978.60487240058,0.1
142.0,540.0,180.0,119.0,100012.46867874204,0.1
151.0,564.0,190.0,132.0,100018.05311860288,0.1
151.0,570.0,188.0,122.0,100003.16882289294,0.1
154.0,567.0,186.0,130.0,99990.2843614151,0.1
148.0,558.0,190.0,137.0,100016.46764046076,0.1
140.0,542.0,184.0,119.0,100001.46397275776,0.1
153.0,591.0,200.0,130.0,99997.57572501709,0.1
142.0,574.0,200.0,130.0,100020.23995857638,0.1
152.0,551.0,182.0,122.0,99990.84337781172,0.1
151.0,558.0,190.0,129.0,100006.46477351108,0.1
153.0,577.0,196.0,134.0,99988.0007866327,0.1
144.0,543.0,183.0,121.0,100007.83796880743,0.1
148.0,560.0,190.0,130.0,99994.62092355853,0.1
152.0,573.0,193.0,134.0,99987.82918957633,0.1
150.0,567.0,195.0,125.0,100020.12856657516,0.1
148.0,577.0,196.0,137.0,100000.98533472588,0.1
145.0,559.0,197.0,116.0,99990.57428611771,0.1
160.0,553.0,179.0,120.0,99984.74715020688,0.1
155.0,569.0,188.0,125.0,99992.48826038388,0.1
146.0,608.0,187.0,130.0,100011.531653732,0.1
142.0,574.0,194.0,127.0,99999.07185102,0.1
137.0,519.0,174.0,121.0,99988.8846323738,0.1
154.0,579.0,199.0,134.0,100015.53357131378,0.1
162.0,607.0,200.0,127.0,99989.72435405524,0.1
153.0,564.0,190.0,133.0,99999.28286767055,0.1
147.0,550.0,184.0,122.0,100004.45525283068,0.1
147.0,575.0,199.0,134.0,99998.7814089966,0.1
149.0,558.0,190.0,134.0,100001.90848983174,0.1
144.0,555.0,186.0,123.0,99977.27840874252,0.1
143.0,534.0,179.0,121.0,99970.85501082645,0.1
146.0,550.0,190.0,125.0,100003.90935185723,0.1
144.0,526.0,180.0,127.0,99988.34261507184,0.1
145.0,557.0,193.0,130.0,100008.118564706,0.1
152.0,546.0,181.0,130.0,99990.3715122082,0.1
147.0,548.0,187.0,130.0,99984.32039702068,0.1
148.0,535.0,175.0,123.0,99998.48052605698,0.1
146.0,562.0,197.0,126.0,99995.6761909007,0.1
151.0,546.0,179.0,119.0,99999.64237439216,0.1
148.0,551.0,179.0,124.0,100015.12819940216,0.1
148.0,554.0,191.0,108.0,99992.24005482596,0.1
134.0,524.0,181.0,131.0,99997.28231200464,0.1
156.0,554.0,182.0,127.0,100010.19646021444,0.1
148.0,562.0,196.0,129.0,99995.64756364853,0.1
150.0,560.0,190.0,119.0,99989.84543466326,0.1
147.0,557.0,192.0,123.0,100001.85910030115,0.1
147.0,545.0,177.0,128.0,100005.63153053356,0.1
147.0,544.0,183.0,124.0,99975.81026575262,0.1
159.0,566.0,193.0,127.0,99992.83180023544,0.1
152.0,550.0,184.0,120.0,100005.75042442356,0.1
155.0,619.0,199.0,124.0,100004.80736150642,0.1
143.0,549.0,187.0,134.0,100003.70112841776,0.1
144.0,563.0,191.0,127.0,99998.37552089988,0.1
142.0,534.0,184.0,125.0,99986.97492143534,0.1
146.0,545.0,190.0,125.0,99998.07884587196,0.1
146.0,574.0,201.0,124.0,100016.60738753648,0.1
143.0,544.0,188.0,124.0,100008.6871240046,0.1
150.0,559.0,182.0,130.0,99979.84831820097,0.1
140.0,528.0,183.0,123.0,99990.03095060648,0.1
141.0,552.0,193.0,120.0,99989.65749208156,0.1
144.0,573.0,201.0,122.0,100008.79521054204,0.1
147.0,572.0,192.0,117.0,100007.12504829191,0.1
146.0,555.0,195.0,131.0,100017.72187175532,0.1
143.0,559.0,198.0,129.0,100012.46123044303,0.1
152.0,571.0,193.0,130.0,99988.3637443257,0.1
153.0,553.0,181.0,124.0,100000.6157423118,0.1
148.0,534.0,180.0,138.0,99994.23539977522,0.1
150.0,556.0,190.0,130.0,99984.07063500544,0.1
154.0,550.0,179.0,130.0,100007.15685593736,0.1
135.0,534.0,186.0,119.0,100009.24851599266,0.1
147.0,570.0,188.0,126.0,99996.33853088271,0.1
150.0,545.0,187.0,120.0,100015.21628690636,0.1
154.0,574.0,204.0,132.0,100012.97954675985,0.1
140.0,552.0,193.0,122.0,99997.46485904328,0.1
137.0,561.0,176.0,131.0,99996.17537282458,0.1
148.0,536.0,170.0,125.0,100009.73071061734,0.1
154.0,574.0,198.0,134.0,100010.69713939978,0.1
149.0,557.0,186.0,131.0,99994.55585259128,0.1
138.0,535.0,188.0,120.0,99999.36928958916,0.1
148.0,555.0,190.0,127.0,100008.93818858196,0.1
142.0,572.0,193.0,119.0,100018.37915989837,0.1
150.0,569.0,196.0,130.0,100005.84678526336,0.1
144.0,537.0,184.0,127.0,100016.04546236063,0.1
141.0,555.0,186.0,126.0,100005.66613074744,0.1
150.0,594.0,197.0,129.0,99992.24012210674,0.1
146.0,564.0,184.0,128.0,100010.84888688242,0.1
150.0,580.0,200.0,128.0,100022.41989460992,0.1
146.0,541.0,187.0,119.0,99990.75244716376,0.1
140.0,545.0,181.0,126.0,100011.28889895412,0.1
151.0,562.0,189.0,122.0,99988.71208731414,0.1
148.0,567.0,180.0,127.0,99992.75262377918,0.1
144.0,554.0,186.0,130.0,100006.23571208784,0.1
151.0,600.0,192.0,128.0,100014.37966464076,0.1
155.0,577.0,190.0,134.0,100002.74141842817,0.1
144.0,576.0,197.0,124.0,99994.9553098534,0.1
145.0,563.0,192.0,132.0,100011.0667099603,0.1
149.0,534.0,174.0,124.0,100006.93304104976,0.1
135.0,523.0,181.0,124.0,100003.6737233298,0.1
150.0,602.0,205.0,124.0,99984.592552419,0.1
147.0,570.0,192.0,129.0,100001.17619608152,0.1
144.0,565.0,199.0,142.0,99991.94217821871,0.1
155.0,590.0,199.0,141.0,99984.30716782092,0.1
144.0,540.0,182.0,138.0,99997.00211884148,0.1
153.0,569.0,191.0,133.0,100019.26271798064,0.1
149.0,550.0,184.0,119.0,100008.17812680131,0.1
152.0,557.0,188.0,133.0,100000.40503509378,0.1
147.0,557.0,186.0,124.0,100000.58993418174,0.1
147.0,555.0,187.0,138.0,99999.52119643208,0.1
159.0,557.0,181.0,143.0,100003.98569027596,0.1
162.0,618.0,208.0,134.0,99997.331408348,0.1
146.0,583.0,195.0,129.0,99989.35967684412,0.1
156.0,555.0,178.0,130.0,99993.77556425869,0.1
147.0,565.0,194.0,126.0,100006.2962472779,0.1
149.0,538.0,188.0,127.0,100004.8257339869,0.1
145.0,562.0,186.0,131.0,99989.27051157744,0.1
151.0,609.0,195.0,142.0,99998.79474390272,0.1
148.0,565.0,200.0,130.0,100005.93799352828,0.1
146.0,576.0,199.0,132.0,99992.03453516752,0.1
142.0,526.0,176.0,126.0,100016.33058170704,0.1
138.0,536.0,186.0,122.0,99991.08889821768,0.1
146.0,576.0,188.0,132.0,99996.35370682698,0.1
144.0,545.0,191.0,123.0,100016.8192066409,0.1
150.0,592.0,187.0,129.0,99995.918663158,0.1
153.0,570.0,200.0,120.0,99985.21746718466,0.1
146.0,527.0,171.0,121.0,99991.89411508274,0.1
150.0,580.0,192.0,132.0,99992.94296048216,0.1
150.0,580.0,192.0,132.0,100009.05433789451,0.1
152.0,570.0,192.0,140.0,100002.88755449618,0.1
144.0,558.0,199.0,124.0,99998.54505841112,0.1
146.0,554.0,190.0,136.0,99999.25924416832,0.1
146.0,560.0,196.0,126.0,100001.74253170771,0.1
154.0,610.0,206.0,126.0,100013.32829536924,0.1
146.0,584.0,198.0,135.0,99996.14133584226,0.1
140.0,558.0,182.0,134.0,99992.17929255456,0.1
144.0,564.0,190.0,118.0,99997.15358399852,0.1
152.0,605.0,185.0,126.0,99996.05921125675,0.1
150.0,535.0,183.0,131.0,100003.07382520568,0.1
144.0,550.0,186.0,121.0,99996.19341437126,0.1
146.0,568.0,194.0,118.0,99996.80971412976,0.1
161.0,630.0,210.0,142.0,99992.92217628132,0.1
146.0,574.0,200.0,129.0,99992.55612826029,0.1
148.0,570.0,196.0,130.0,99995.21305978556,0.1
144.0,554.0,192.0,125.0,100002.6776187764,0.1
145.0,556.0,189.0,119.0,100006.37665655208,0.1
146.0,560.0,183.0,123.0,100002.6107300143,0.1
144.0,556.0,182.0,130.0,99985.3756985395,0.1
156.0,596.0,200.0,129.0,100011.65510957366,0.1
147.0,564.0,191.0,114.0,100028.5442408145,0.1
144.0,546.0,186.0,130.0,99997.0586772358,0.1
150.0,614.0,197.0,124.0,99989.57102608854,0.1
144.0,592.0,206.0,128.0,100002.29067721334,0.1
144.0,586.0,206.0,128.0,100011.65685581377,0.1
142.0,559.0,188.0,124.0,99995.25145651944,0.1
150.0,608.0,196.0,130.0,100007.14228397857,0.1
144.0,586.0,196.0,130.0,100000.318531778,0.1
148.0,550.0,196.0,130.0,100013.09733972802,0.1
140.0,556.0,190.0,130.0,100005.42812730688,0.1
150.0,580.0,192.0,130.0,100003.71795294224,0.1
156.0,560.0,192.0,122.0,99984.2041129313,0.1
156.0,595.0,205.0,128.0,99996.0409438156,0.1
147.0,560.0,189.0,123.0,100003.54125467526,0.1
155.0,598.0,199.0,137.0,100022.62335080362,0.1
143.0,578.0,193.0,126.0,100008.23682233752,0.1
145.0,581.0,206.0,140.0,100004.94774767171,0.1
146.0,586.0,187.0,127.0,99988.68903795356,0.1
140.0,544.0,188.0,118.0,99997.98195294276,0.1
154.0,567.0,193.0,140.0,99979.60048090167,0.1
142.0,544.0,179.0,129.0,99984.56594267725,0.1
151.0,555.0,185.0,131.0,99989.50179419944,0.1
154.0,562.0,192.0,121.0,99991.5085050577,0.1
149.0,562.0,190.0,130.0,99995.05287217248,0.1
150.0,541.0,191.0,133.0,99988.7256976789,0.1
155.0,583.0,188.0,130.0,100000.9131193973,0.1
159.0,599.0,200.0,126.0,99987.78457758484,0.1
148.0,566.0,189.0,127.0,100006.85182669952,0.1
160.0,587.0,200.0,130.0,99991.75956692804,0.1
149.0,575.0,204.0,131.0,99998.03189677074,0.1
143.0,567.0,196.0,133.0,99997.093204566,0.1
152.0,566.0,200.0,129.0,99991.12735887132,0.1
147.0,541.0,196.0,124.0,100005.17634097864,0.1
140.0,544.0,181.0,129.0,99992.08925706056,0.1
149.0,550.0,193.0,134.0,100003.713093095,0.1
154.0,597.0,197.0,130.0,99994.183196246,0.1
150.0,561.0,192.0,126.0,99999.91876672428,0.1
148.0,556.0,192.0,122.0,99994.22294045235,0.1
147.0,574.0,194.0,133.0,100016.34844151324,0.1
151.0,578.0,197.0,125.0,100008.9524421012,0.1
149.0,584.0,197.0,136.0,100027.30845310928,0.1
154.0,566.0,188.0,135.0,99986.25353424715,0.1
145.0,558.0,188.0,140.0,100017.6787813778,0.1
149.0,606.0,214.0,129.0,100004.10253309354,0.1
152.0,577.0,185.0,126.0,100006.22930633309,0.1
158.0,572.0,183.0,128.0,100000.1105678383,0.1
147.0,568.0,193.0,130.0,100000.71860459648,0.1
138.0,545.0,186.0,129.0,99996.97498241373,0.1
149.0,610.0,196.0,123.0,100009.43365684758,0.1
151.0,567.0,194.0,128.0,99999.85577008648,0.1
158.0,575.0,197.0,130.0,100008.03050059691,0.1
152.0,579.0,197.0,123.0,100003.26911350728,0.1
142.0,558.0,195.0,130.0,100019.10957559483,0.1
147.0,542.0,186.0,135.0,100003.65076094256,0.1
146.0,550.0,188.0,133.0,100012.0871602612,0.1
144.0,555.0,196.0,123.0,99996.76778382483,0.1
144.0,565.0,191.0,120.0,99993.16478307496,0.1
148.0,561.0,196.0,127.0,100003.22612075276,0.1
138.0,572.0,193.0,126.0,99998.85889510508,0.1
145.0,565.0,189.0,123.0,99998.79823337733,0.1
149.0,588.0,201.0,130.0,99996.9042579907,0.1
150.0,576.0,195.0,120.0,99995.64473591885,0.1
146.0,540.0,177.0,126.0,100018.08706676564,0.1
144.0,555.0,190.0,122.0,99991.88254026284,0.1
148.0,565.0,193.0,136.0,100002.53080465086,0.1
153.0,539.0,175.0,133.0,99979.06898926618,0.1
143.0,528.0,178.0,131.0,100008.415458829,0.1
146.0,581.0,182.0,138.0,100005.14486490256,0.1
147.0,545.0,189.0,130.0,100010.07383229854,0.1
151.0,573.0,196.0,132.0,99993.3818580458,0.1
146.0,548.0,187.0,124.0,99984.43353565632,0.1
144.0,561.0,200.0,128.0,99996.7456232342,0.1
147.0,568.0,196.0,123.0,100024.02776772864,0.1
146.0,554.0,193.0,133.0,99998.77595552572,0.1
144.0,568.0,196.0,135.0,100003.63628056424,0.1
150.0,556.0,192.0,128.0,99997.1743985546,0.1
145.0,558.0,192.0,132.0,100008.66375171204,0.1
144.0,537.0,182.0,130.0,99990.09923355936,0.1
148.0,550.0,190.0,137.0,100001.04197941264,0.1
143.0,566.0,196.0,119.0,100002.63517418382,0.1
151.0,572.0,188.0,132.0,100012.75931141668,0.1
153.0,580.0,200.0,131.0,100017.08760253982,0.1
159.0,573.0,194.0,131.0,99977.58456024544,0.1
152.0,543.0,187.0,136.0,99997.61037065802,0.1
135.0,538.0,189.0,125.0,99984.779902354,0.1
146.0,553.0,189.0,135.0,99992.66626591986,0.1
149.0,562.0,187.0,122.0,100006.67023863627,0.1
145.0,556.0,188.0,127.0,100011.55079341444,0.1
153.0,570.0,187.0,133.0,100012.37278685966,0.1
147.0,568.0,192.0,128.0,99981.19074875604,0.1
145.0,546.0,187.0,126.0,99986.55969929203,0.1
145.0,557.0,191.0,132.0,99987.13014887206,0.1
150.0,587.0,196.0,127.0,99992.16996333594,0.1
146.0,549.0,187.0,128.0,99999.70929239652,0.1
146.0,581.0,193.0,130.0,100004.71154427288,0.1
151.0,576.0,198.0,132.0,99999.45372391476,0.1
148.0,524.0,181.0,132.0,99995.9661465746,0.1
143.0,592.0,203.0,133.0,100012.4534511866,0.1
145.0,552.0,191.0,135.0,99990.23178199575,0.1
155.0,566.0,193.0,122.0,99997.20765068338,0.1
139.0,554.0,194.0,122.0,99988.07857584364,0.1
146.0,543.0,185.0,129.0,99994.54307056162,0.1
146.0,531.0,178.0,126.0,100006.24117122382,0.1
149.0,559.0,194.0,132.0,99981.57882994068,0.1
149.0,563.0,192.0,128.0,99993.34673279162,0.1
151.0,560.0,194.0,133.0,99993.8533784507,0.1
145.0,561.0,191.0,130.0,99995.7319162353,0.1
147.0,557.0,189.0,132.0,99999.91013486322,0.1
149.0,555.0,190.0,131.0,99995.1319837814,0.1
154.0,587.0,194.0,132.0,99993.49100589404,0.1
147.0,539.0,180.0,134.0,99999.0201711728,0.1
141.0,550.0,192.0,126.0,99998.32174134682,0.1
145.0,553.0,183.0,139.0,99983.9565765059,0.1
142.0,539.0,187.0,127.0,99982.20800278032,0.1
138.0,533.0,185.0,122.0,99994.27438959076,0.1
151.0,559.0,190.0,128.0,100006.99946041736,0.1
151.0,561.0,187.0,126.0,99998.03293741928,0.1
145.0,567.0,194.0,132.0,99992.53548062744,0.1
151.0,563.0,181.0,129.0,100009.37748132556,0.1
158.0,548.0,183.0,126.0,99973.74598763106,0.1
151.0,542.0,182.0,132.0,100007.46164834162,0.1
149.0,555.0,191.0,129.0,100006.74110015378,0.1
137.0,554.0,191.0,120.0,100010.14267499725,0.1
140.0,556.0,196.0,123.0,99999.19285767117,0.1
144.0,544.0,181.0,120.0,99997.78352265328,0.1
140.0,572.0,183.0,130.0,99993.53640889454,0.1
156.0,550.0,182.0,128.0,100013.74084657346,0.1
147.0,550.0,188.0,134.0,99990.87089472094,0.1
147.0,560.0,193.0,134.0,100004.79711177322,0.1
144.0,550.0,189.0,124.0,100007.42366753508,0.1
137.0,541.0,191.0,120.0,100002.31547893194,0.1
143.0,554.0,194.0,132.0,99990.93036260956,0.1
154.0,545.0,190.0,130.0,100024.81945243129,0.1
134.0,534.0,186.0,128.0,100002.2661946091,0.1
144.0,554.0,193.0,127.0,99998.62083763676,0.1
144.0,547.0,183.0,130.0,99994.5845075759,0.1
152.0,596.0,203.0,127.0,99991.95408000758,0.1
145.0,557.0,188.0,128.0,100009.3062738544,0.1
150.0,568.0,200.0,132.0,100015.4306520976,0.1
153.0,553.0,183.0,130.0,100013.81786900017,0.1
142.0,560.0,192.0,130.0,99998.33331242068,0.1
151.0,584.0,204.0,125.0,99983.41417125656,0.1
154.0,553.0,185.0,137.0,99994.45650842438,0.1
157.0,543.0,168.0,134.0,100005.0668347162,0.1
150.0,553.0,187.0,130.0,100001.52475811887,0.1
144.0,555.0,187.0,127.0,99996.27618862524,0.1
149.0,572.0,196.0,131.0,99988.8295396338,0.1
149.0,556.0,181.0,131.0,99995.72185270082,0.1
145.0,546.0,190.0,122.0,100009.39183808962,0.1
150.0,560.0,189.0,121.0,99990.79290088268,0.1
145.0,560.0,195.0,132.0,99995.57362657654,0.1
141.0,577.0,193.0,130.0,100006.80653690388,0.1
153.0,590.0,200.0,135.0,99989.63826193709,0.1
152.0,590.0,198.0,127.0,99982.4888678828,0.1
149.0,537.0,179.0,129.0,100005.34143075408,0.1
150.0,563.0,194.0,133.0,100006.99832698947,0.1
154.0,564.0,189.0,126.0,100002.12831069776,0.1
155.0,564.0,189.0,134.0,99985.56879261084,0.1
148.0,577.0,197.0,124.0,99998.74369318403,0.1
144.0,588.0,206.0,132.0,100015.76356300549,0.1
148.0,558.0,194.0,128.0,99985.63461639803,0.1
146.0,554.0,190.0,129.0,100002.77326052308,0.1
146.0,537.0,177.0,128.0,99994.353879952,0.1
147.0,539.0,182.0,127.0,100002.10231621386,0.1
137.0,570.0,201.0,124.0,99987.87187896665,0.1
146.0,524.0,171.0,130.0,99983.16299074242,0.1
146.0,537.0,183.0,120.0,100005.4893901454,0.1
152.0,573.0,202.0,132.0,100001.33089616004,0.1
156.0,580.0,190.0,134.0,100002.33366109352,0.1
149.0,566.0,185.0,127.0,99985.1559292185,0.1
146.0,567.0,192.0,123.0,100004.31884448654,0.1
152.0,571.0,187.0,127.0,100012.67851686911,0.1
143.0,563.0,200.0,131.0,99994.59613005591,0.1
144.0,556.0,193.0,130.0,100003.36490656888,0.1
154.0,569.0,191.0,133.0,99994.99521034422,0.1
145.0,544.0,181.0,127.0,100008.90586317338,0.1
152.0,588.0,200.0,127.0,99991.73502202232,0.1
152.0,565.0,193.0,130.0,99998.74787557773,0.1
149.0,580.0,196.0,133.0,100008.56918745126,0.1
134.0,520.0,179.0,111.0,100004.61829428843,0.1
145.0,566.0,197.0,127.0,99990.5065284961,0.1
152.0,588.0,197.0,131.0,99999.61155859393,0.1
152.0,545.0,187.0,125.0,100023.72396539604,0.1
147.0,563.0,198.0,120.0,99999.01063047464,0.1
137.0,549.0,183.0,122.0,100022.678590646,0.1
144.0,585.0,196.0,133.0,99995.96052849416,0.1
138.0,535.0,180.0,124.0,99994.06305048152,0.1
150.0,558.0,189.0,126.0,100003.26675851311,0.1
146.0,571.0,197.0,133.0,100011.801142921,0.1
144.0,563.0,196.0,120.0,99990.72672937343,0.1
147.0,592.0,201.0,130.0,99997.2728733352,0.1
139.0,537.0,187.0,127.0,100018.32772693071,0.1
138.0,558.0,193.0,125.0,99997.52792245965,0.1
154.0,600.0,204.0,134.0,100012.10290075136,0.1
154.0,578.0,189.0,133.0,100020.705255325,0.1
145.0,580.0,194.0,126.0,99980.10665112532,0.1
147.0,570.0,183.0,120.0,100000.91526879788,0.1
152.0,566.0,191.0,126.0,99976.23600440632,0.1
147.0,563.0,190.0,127.0,99981.81780229672,0.1
152.0,564.0,187.0,131.0,99997.67973456589,0.1
144.0,557.0,194.0,131.0,100012.56811474026,0.1
145.0,534.0,183.0,109.0,99993.7768655503,0.1
144.0,556.0,192.0,115.0,100014.89887415527,0.1
147.0,562.0,183.0,127.0,99999.24609652748,0.1
149.0,570.0,194.0,127.0,100002.87330628817,0.1
138.0,556.0,179.0,125.0,99999.89789489246,0.1
149.0,568.0,189.0,127.0,100011.5181106547,0.1
141.0,537.0,184.0,117.0,99999.19597874384,0.1
154.0,588.0,198.0,130.0,100012.67674653648,0.1
158.0,578.0,198.0,120.0,99991.33779746186,0.1
144.0,565.0,188.0,128.0,99991.39669295357,0.1
155.0,541.0,168.0,121.0,99998.26153776053,0.1
142.0,552.0,185.0,131.0,99988.59167922876,0.1
144.0,577.0,197.0,129.0,99988.72830118897,0.1
145.0,564.0,191.0,127.0,100005.84292915066,0.1
149.0,575.0,198.0,133.0,100002.11545494516,0.1
152.0,570.0,187.0,122.0,99989.6981475065,0.1
152.0,537.0,182.0,131.0,100011.85758467132,0.1
149.0,567.0,187.0,125.0,99994.34130078494,0.1
144.0,547.0,185.0,122.0,100002.49152307262,0.1
144.0,553.0,192.0,117.0,99988.2121629967,0.1
150.0,572.0,197.0,130.0,99995.26500169028,0.1
152.0,568.0,184.0,128.0,100010.64339982012,0.1
154.0,554.0,183.0,117.0,100012.67505308296,0.1
145.0,597.0,206.0,124.0,99989.21699151411,0.1
155.0,577.0,195.0,135.0,99995.0396527122,0.1
144.0,557.0,192.0,133.0,99995.36831735686,0.1
153.0,593.0,199.0,124.0,99993.9537043998,0.1
144.0,567.0,192.0,132.0,100008.20688380107,0.1
145.0,538.0,184.0,107.0,99996.190934891,0.1
146.0,568.0,194.0,131.0,100013.16157041604,0.1
