Elbow rest height,Wrist circumference,Ankle circumference,Buttock height,Crotch height
224,167,240,916,845
251,144,190,736,683
251,147,207,744,691
229,160,233,861,790
263,154,225,771,721
249,145,203,788,729
261,154,220,813,764
255,147,196,815,766
254,156,220,798,750
246,157,210,803,725
218,146,197,893,847
222,136,187,746,709
267,155,210,729,674
251,160,222,790,738
230,152,202,855,790
263,152,207,790,716
218,163,260,875,829
274,152,220,765,734
211,152,207,856,790
212,143,190,821,782
264,153,228,848,784
260,149,227,809,774
225,154,214,801,724
242,151,209,832,733
232,153,203,831,778
215,150,203,814,753
267,165,243,899,824
235,152,214,776,714
238,157,213,875,820
236,153,204,794,755
230,150,193,742,694
219,146,211,801,732
218,152,216,854,806
243,154,221,865,806
250,153,220,788,696
235,151,212,857,770
244,139,201,787,738
240,158,224,836,768
258,158,204,798,699
259,151,208,806,738
255,159,217,789,715
223,142,205,805,754
219,148,218,841,763
291,158,240,793,748
228,158,220,906,808
206,162,221,836,782
229,159,230,845,763
207,152,235,878,800
233,152,201,830,737
217,155,224,774,742
234,142,211,814,795
202,154,210,802,745
239,162,220,911,852
252,144,191,784,742
234,156,200,787,705
234,153,188,804,755
213,153,198,899,825
228,152,217,828,754
271,150,216,800,756
245,146,213,795,725
225,151,223,755,707
261,152,200,807,734
232,154,213,899,800
235,147,231,838,805
218,167,220,850,798
198,145,217,848,795
263,153,226,853,771
231,144,221,798,732
222,145,210,807,745
242,140,187,831,799
209,150,205,916,814
266,147,195,825,782
217,163,231,864,783
202,150,201,807,776
189,154,198,823,746
250,152,205,819,766
226,163,222,834,781
221,157,196,840,754
227,140,202,757,721
218,152,218,852,795
249,159,237,820,740
254,153,207,833,771
193,179,254,981,880
258,162,210,856,775
199,153,199,834,749
251,153,216,831,733
225,142,192,768,722
182,149,197,824,773
262,165,231,877,825
224,152,220,880,806
238,159,218,827,748
254,154,201,779,709
194,162,233,870,820
277,153,223,805,749
223,162,226,889,829
196,141,215,896,779
264,152,206,752,692
200,151,203,805,756
221,151,203,826,758
234,151,221,803,765
211,155,213,814,738
205,154,214,804,769
226,156,206,792,774
239,160,214,833,780
234,157,225,859,776
202,170,256,835,780
234,151,204,871,808
257,142,198,801,745
248,147,196,808,736
252,154,220,814,767
221,154,194,822,727
225,140,210,790,753
218,152,224,817,776
248,154,208,860,805
279,154,235,808,748
228,158,211,881,833
217,145,223,785,732
254,145,190,742,700
223,156,213,838,785
257,158,233,804,760
237,151,209,881,807
184,159,207,915,859
188,165,236,930,853
182,144,190,899,840
213,144,193,799,751
223,169,222,914,850
176,150,201,823,780
211,151,200,843,785
233,163,225,815,768
273,158,210,822,763
267,156,210,808,716
193,150,213,849,831
213,162,227,953,871
213,172,231,914,836
222,149,217,850,787
249,161,233,785,704
295,157,227,809,785
182,147,209,851,789
208,154,214,831,775
237,153,230,821,744
238,151,214,846,778
232,157,214,803,737
227,160,224,829,761
260,146,199,753,694
246,151,212,813,772
174,143,170,794,741
235,157,207,807,762
221,158,224,865,795
242,151,220,695,642
204,154,206,818,731
245,153,220,778,716
201,146,212,795,748
262,160,233,800,734
258,160,227,794,750
218,152,225,845,766
240,151,200,806,747
255,144,187,752,692
199,151,186,778,755
231,151,212,788,732
233,157,232,793,734
223,162,219,832,785
234,162,237,798,754
223,151,207,807,769
240,162,218,829,776
210,163,228,884,828
191,148,207,874,843
258,149,206,817,746
174,156,212,844,782
262,155,214,824,747
252,148,205,859,758
195,160,218,850,770
285,156,225,820,772
252,161,231,790,734
207,157,197,821,783
233,158,228,819,757
233,147,204,848,757
226,149,210,862,815
304,159,230,863,815
265,163,233,907,830
290,152,236,895,796
240,163,197,812,757
232,151,224,785,714
195,150,212,830,761
215,154,198,827,757
225,153,193,851,774
234,167,234,865,810
229,152,210,858,772
189,147,200,777,688
225,155,210,847,795
224,158,207,819,774
243,152,218,883,825
242,149,217,842,785
250,158,212,848,806
249,155,212,870,783
237,150,207,840,790
246,154,211,832,773
224,156,227,824,756
225,148,190,762,734
220,146,200,827,783
170,153,198,888,850
248,162,229,841,734
275,152,208,703,639
225,153,219,839,793
206,153,203,763,759
244,168,220,842,787
224,147,194,759,709
230,157,217,813,751
242,156,200,812,768
209,146,231,858,776
204,159,238,828,768
189,147,206,835,803
278,167,227,865,783
274,163,233,793,721
256,153,237,813,706
230,156,233,802,758
225,168,224,896,835
216,163,220,923,833
167,160,213,975,904
235,152,198,778,726
264,152,213,848,795
226,151,221,874,804
211,159,234,826,755
256,158,248,810,745
242,158,217,800,724
226,146,204,785,724
234,154,207,828,756
224,139,195,820,750
260,146,220,765,684
251,163,246,832,725
227,160,238,792,723
232,155,203,780,722
254,153,199,851,798
230,145,224,813,739
200,139,188,779,740
214,161,227,914,813
258,162,216,883,812
212,146,227,760,710
251,146,218,801,733
263,157,224,890,799
192,164,234,897,852
213,152,215,843,787
241,149,203,835,767
240,159,218,859,787
235,168,235,824,730
228,161,215,904,835
249,151,207,788,713
226,158,248,923,846
257,156,240,747,698
216,160,238,814,759
215,170,242,946,850
236,153,201,817,748
190,151,197,822,764
198,153,211,812,761
278,155,216,729,685
213,140,210,819,737
174,148,197,873,781
213,153,208,828,766
192,156,213,875,822
220,154,225,824,758
234,150,220,794,753
223,157,211,769,694
250,162,210,851,795
207,159,218,861,767
222,167,228,923,845
255,163,224,844,795
254,168,228,904,847
211,161,220,887,832
284,163,234,906,855
262,151,210,824,756
213,154,205,805,768
222,164,208,814,752
192,151,215,853,785
204,142,204,780,746
167,148,227,862,805
259,163,218,812,770
228,151,213,795,752
253,163,234,797,721
209,156,211,895,850
221,155,225,784,759
228,150,212,802,744
266,155,235,746,716
237,155,227,802,757
234,152,207,802,753
250,142,193,809,759
221,158,223,866,825
252,162,237,883,795
249,147,217,774,751
262,162,226,842,784
237,163,239,858,756
189,153,224,800,739
263,157,227,858,797
253,164,250,813,759
249,164,230,790,750
246,163,232,872,849
244,147,203,774,737
233,150,217,815,757
225,165,238,918,877
227,166,257,875,838
229,165,218,836,780
206,161,227,835,770
210,155,214,828,787
233,152,239,819,759
264,164,239,799,735
245,168,246,857,826
262,169,213,867,787
235,150,203,813,755
233,156,226,831,763
225,134,190,766,728
231,157,225,812,753
265,160,228,846,790
251,158,223,765,715
234,167,253,846,797
252,161,225,829,782
211,162,241,797,738
287,160,233,805,767
222,164,235,854,813
243,182,271,854,726
212,154,228,875,833
233,155,221,843,778
219,165,225,858,830
196,153,209,829,785
265,169,274,853,784
226,156,218,820,749
259,158,209,818,774
272,157,218,806,728
197,150,201,747,713
238,150,200,833,776
233,157,224,815,780
198,152,202,798,762
239,171,234,865,818
222,165,242,891,828
236,165,235,916,855
249,162,242,864,795
235,166,231,821,768
205,152,217,807,757
247,165,223,824,738
199,170,230,849,783
225,158,216,842,787
223,165,246,954,840
214,162,232,777,723
211,175,248,856,821
259,152,203,736,687
209,170,272,854,776
212,150,207,746,719
188,147,214,807,757
197,160,234,789,720
236,169,254,848,806
249,153,217,818,760
259,156,231,843,773
258,161,213,861,818
195,150,220,831,787
213,172,235,908,843
251,153,216,749,691
249,147,197,857,818
232,157,227,785,746
224,164,263,836,766
208,166,212,810,766
185,158,211,875,832
261,164,225,817,782
230,157,219,863,823
200,146,213,824,775
235,165,220,842,795
224,154,218,832,775
227,148,204,741,707
254,160,238,832,773
207,169,239,862,836
226,152,215,747,693
222,154,209,821,792
242,167,234,812,734
225,167,240,845,776
229,162,214,895,837
194,150,212,841,798
243,156,213,811,747
200,161,227,858,802
240,160,234,870,815
268,164,247,843,814
191,164,246,876,813
195,159,226,873,826
262,171,247,837,786
204,170,219,948,917
221,155,215,841,815
260,164,221,881,825
246,161,207,820,765
247,149,196,747,692
238,151,218,770,738
280,168,240,907,837
249,167,244,775,735
212,174,254,917,877
238,148,215,829,795
220,157,228,784,745
200,153,211,931,870
204,152,220,845,790
187,154,207,908,825
244,172,225,892,817
199,149,197,817,757
226,149,209,874,824
209,154,207,866,772
226,147,200,786,748
250,163,216,849,790
196,150,201,816,777
226,159,201,801,774
167,140,198,840,767
254,160,237,833,778
197,160,230,805,757
246,158,237,908,856
274,143,199,786,693
195,163,222,861,800
231,160,235,831,766
231,172,228,916,868
163,155,247,913,837
247,145,204,736,695
220,161,212,887,815
227,158,240,792,783
226,157,233,831,739
224,160,210,947,860
233,154,217,800,742
252,150,216,849,787
201,152,201,897,842
282,162,235,899,830
179,159,252,845,787
157,144,211,865,790
221,149,222,798,742
194,150,233,909,836
213,148,211,757,705
218,149,213,873,813
203,156,252,922,862
225,154,247,852,768
177,152,211,865,789
237,153,204,880,828
294,164,222,803,755
230,154,208,853,768
251,169,246,874,827
207,151,208,868,799
233,154,244,870,810
266,155,226,868,790
175,151,215,885,845
248,156,220,854,798
246,155,233,749,695
207,145,219,842,802
230,147,247,816,742
207,134,178,812,735
205,151,223,837,767
210,151,213,869,810
234,145,207,835,775
233,157,221,851,795
244,164,214,869,840
215,162,232,903,867
264,163,233,813,762
225,158,261,845,781
206,159,227,815,760
245,144,216,721,695
260,145,199,739,706
213,149,240,808,750
242,165,233,927,863
243,150,208,806,742
221,143,217,828,788
252,166,227,886,812
236,150,201,825,793
214,162,244,890,865
233,142,218,810,743
256,160,232,797,769
215,143,212,855,799
215,146,210,903,835
252,146,201,775,722
218,147,204,824,770
247,146,224,755,698
280,169,237,833,773
230,152,208,841,795
248,163,236,865,828
246,159,232,830,810
290,154,208,787,740
232,164,222,849,792
233,151,217,813,778
232,150,224,855,808
224,147,219,804,764
192,154,203,881,827
204,150,202,830,779
247,142,210,791,777
190,153,239,883,849
220,156,217,891,865
214,146,206,831,795
226,149,217,773,748
215,147,208,775,761
262,143,197,754,705
263,154,221,824,758
219,151,212,920,870
236,155,227,770,718
220,152,230,843,813
272,151,212,773,708
215,156,222,819,772
212,150,223,799,769
215,148,213,843,797
256,152,229,874,809
222,162,264,885,834
243,156,248,840,802
203,151,213,911,840
192,150,213,896,842
203,145,227,782,750
213,166,218,913,824
221,145,208,770,719
175,153,210,877,831
240,144,212,775,743
246,168,247,843,803
200,160,216,852,780
207,145,196,838,776
254,166,244,872,812
223,156,210,835,804
168,156,202,892,835
199,153,203,862,826
244,165,242,821,760
261,153,218,754,700
251,165,247,883,787
230,172,231,808,753
215,144,212,788,762
220,158,207,883,808
232,153,226,799,736
239,158,234,769,742
182,146,211,808,766
242,164,275,818,760
259,168,234,834,783
246,151,220,848,787
237,166,247,850,826
235,155,198,816,781
220,152,204,780,737
207,162,217,947,808
260,145,211,755,714
250,158,217,778,698
183,147,207,861,803
220,155,202,812,788
245,155,219,861,803
247,143,197,836,796
212,143,192,842,790
236,157,219,856,812
216,160,234,820,778
263,162,215,831,762
213,149,196,793,725
241,165,225,922,875
192,142,201,766,721
221,161,231,898,861
196,150,193,897,839
200,162,207,845,797
219,151,216,860,816
213,146,208,798,767
203,153,215,854,795
184,149,219,784,733
222,148,209,836,799
175,156,255,862,803
178,139,182,830,787
205,176,232,803,751
224,152,230,799,767
228,159,220,850,799
223,160,230,839,802
177,157,196,831,800
231,142,221,828,768
226,157,218,772,729
211,155,208,887,823
278,154,225,793,722
196,145,194,738,718
232,158,233,878,832
255,160,226,798,756
253,166,230,966,918
180,141,177,887,829
210,163,212,952,898
243,147,220,889,818
247,150,233,814,769
257,153,227,883,806
207,174,243,962,910
236,156,222,818,765
190,149,213,790,753
194,155,231,854,812
217,165,257,889,855
229,174,260,936,891
212,158,229,929,844
238,145,200,798,760
210,150,212,780,744
251,153,225,810,763
186,155,225,869,838
239,149,227,788,743
226,154,218,769,764
180,145,193,857,813
204,143,203,772,732
178,159,211,879,805
232,146,207,744,695
256,154,193,774,742
284,157,218,875,820
207,153,214,889,828
225,146,205,858,828
201,162,227,846,798
224,161,216,909,811
244,159,205,862,809
218,149,225,796,783
262,160,232,891,841
236,161,213,830,790
242,164,252,825,787
225,160,230,854,802
183,158,217,858,823
239,146,213,863,802
198,149,207,905,839
198,155,228,896,828
246,152,220,828,792
238,154,212,839,818
220,159,227,848,811
243,151,215,845,798
214,146,197,786,729
247,157,211,831,778
231,150,217,865,806
243,155,225,811,783
245,151,206,749,723
215,154,214,790,763
242,161,225,850,775
262,140,201,703,665
234,165,232,926,875
214,145,199,789,750
228,157,227,877,825
198,151,200,848,763
203,162,225,865,815
182,156,211,903,854
202,155,223,850,817
206,155,205,811,770
211,153,227,888,809
245,145,190,738,708
225,157,198,889,853
243,147,211,812,779
216,149,207,753,763
264,147,211,796,735
259,142,198,767,716
207,154,222,850,764
230,164,234,838,798
205,146,190,835,775
268,150,213,859,802
269,161,227,843,802
240,166,212,853,811
173,151,190,891,835
236,147,208,720,684
239,150,212,864,792
208,167,220,862,793
233,142,198,803,778
204,165,218,870,816
272,146,207,807,747
230,159,214,803,763
265,147,203,824,761
195,162,230,921,855
206,149,207,798,773
230,149,195,856,783
239,151,227,791,765
261,152,224,824,759
246,153,217,845,785
246,144,200,730,685
200,160,219,947,831
217,157,215,904,853
227,146,195,831,775
250,144,206,746,707
237,147,197,821,765
216,163,222,909,867
267,148,200,817,737
195,144,194,894,821
269,152,200,805,775
212,150,205,854,794
221,161,234,880,823
212,146,200,815,753
204,149,204,861,806
199,157,211,945,867
245,169,255,842,767
245,162,230,878,805
242,150,187,826,740
261,146,199,767,712
220,155,204,950,856
207,144,209,774,717
207,154,225,877,828
197,147,227,785,753
221,167,242,845,789
223,157,206,870,816
282,150,216,729,678
231,158,207,871,808
229,156,212,905,855
288,172,235,918,846
257,163,226,907,857
225,166,231,864,803
200,157,220,874,806
252,147,211,844,757
165,160,212,878,826
228,158,217,831,743
226,152,210,834,798
235,170,232,901,829
206,155,196,845,775
278,164,224,900,819
182,166,213,899,820
221,160,207,813,745
271,157,213,873,764
244,170,267,893,827
252,157,218,887,837
177,157,221,866,788
238,157,203,820,752
209,157,208,879,814
240,155,209,798,737
242,154,208,884,790
196,159,198,883,814
219,150,206,828,756
227,150,227,840,789
199,154,213,876,823
235,170,226,894,838
210,148,213,803,745
235,150,206,870,819
194,154,209,868,829
233,158,218,897,829
251,158,218,885,821
190,158,210,889,840
203,155,204,864,818
206,151,223,860,811
201,153,228,874,822
279,172,237,913,859
197,170,241,883,848
250,154,216,845,775
230,155,218,844,769
229,145,220,811,778
242,166,238,847,794
198,156,208,852,794
227,161,227,895,838
205,151,207,860,799
205,163,217,832,783
200,151,206,835,781
261,155,215,827,787
244,155,203,822,774
234,160,226,863,790
235,146,197,692,653
225,165,230,880,823
194,167,213,933,880
266,160,217,851,778
230,154,222,836,768
232,158,244,827,753
197,157,217,851,809
195,158,217,830,781
177,145,205,847,804
227,156,212,869,837
218,163,205,932,870
197,165,203,893,851
212,162,217,868,806
246,149,190,777,730
232,158,197,902,853
230,158,225,875,832
219,146,198,853,780
263,160,227,866,796
245,144,195,861,787
244,152,216,839,797
287,169,254,874,835
220,153,233,904,853
255,150,207,840,780
248,152,227,834,795
269,164,225,919,868
223,157,204,802,745
227,165,229,780,698
199,153,207,828,768
238,158,212,814,778
244,153,218,801,739
245,155,218,796,755
206,158,218,803,757
251,150,222,815,747
196,155,215,829,792
211,162,225,906,864
219,145,192,884,832
230,157,215,829,754
228,159,215,877,821
214,150,210,828,769
227,160,203,847,807
222,166,213,912,861
241,165,224,862,787
179,150,217,873,823
223,161,219,879,828
223,150,213,845,801
263,141,185,813,741
207,150,203,831,765
244,153,227,795,723
230,154,214,863,796
229,137,218,677,617
238,161,219,887,822
244,149,194,757,710
231,154,216,836,783
220,150,212,850,813
248,144,212,769,723
202,152,197,812,730
227,156,197,834,778
179,157,196,860,821
265,167,230,899,851
213,149,195,786,769
237,140,211,670,640
240,156,212,851,789
214,166,224,939,899
210,165,211,940,911
283,168,241,814,742
253,177,252,838,795
263,159,219,792,751
268,162,227,916,850
257,162,219,845,807
196,161,223,860,830
241,159,230,774,735
193,145,193,781,750
229,160,221,889,822
195,158,225,905,877
229,170,227,846,810
201,148,204,832,788
195,156,213,847,797
211,164,214,924,877
232,142,197,767,720
238,155,216,816,771
253,156,212,846,786
227,147,202,790,742
175,164,217,874,806
255,150,215,828,743
234,139,191,711,667
236,162,214,908,854
252,159,250,810,768
190,146,196,866,815
243,169,227,874,817
285,161,221,826,789
242,156,211,818,768
217,161,218,815,791
269,156,211,845,762
232,152,220,828,790
226,148,233,765,710
215,153,200,825,780
218,155,210,873,824
223,163,221,853,787
170,151,217,784,756
201,148,195,922,863
203,144,197,787,750
228,154,211,861,782
181,153,231,952,912
213,149,204,812,763
294,154,235,782,753
211,174,224,891,827
227,152,216,809,774
240,147,191,843,760
234,157,221,814,783
224,150,210,759,750
244,147,184,865,807
249,149,202,835,747
263,169,238,933,872
216,161,233,862,775
205,148,198,795,764
218,159,204,830,790
265,152,214,772,712
259,161,218,864,821
250,150,216,873,801
234,159,223,846,785
217,155,210,826,762
223,164,231,824,791
233,151,205,913,860
264,153,239,887,817
248,152,203,857,800
228,159,208,874,822
206,161,200,915,868
193,142,185,891,835
215,157,199,908,833
181,163,218,865,777
249,160,213,853,793
249,143,190,807,733
234,156,236,846,807
240,153,225,855,800
258,159,215,861,818
238,156,216,813,783
276,170,245,918,842
264,172,222,807,762
223,154,214,786,732
258,154,214,876,826
261,160,225,795,753
234,167,245,916,853
262,172,232,870,824
252,149,196,877,825
245,176,244,952,880
237,155,220,849,787
286,155,233,787,718
199,154,201,886,849
237,162,247,803,749
217,167,233,878,830
212,162,217,838,773
230,157,221,821,774
224,162,217,845,755
258,146,200,834,809
198,161,221,858,829
237,166,225,785,740
281,161,224,877,838
207,161,217,905,867
253,147,212,784,721
255,162,212,827,773
239,148,204,794,712
265,154,190,813,748
225,164,245,824,771
214,154,212,868,808
260,167,227,945,889
239,146,197,807,756
250,166,203,818,787
191,156,211,835,783
217,158,212,821,775
244,162,227,808,760
286,179,227,845,763
228,162,208,793,759
183,165,207,849,796
206,147,197,857,783
255,150,210,820,790
246,164,226,826,775
222,173,244,897,845
197,151,209,875,825
184,142,186,825,779
237,168,215,825,780
228,148,198,894,834
263,147,191,775,750
192,162,221,809,784
237,160,243,887,833
235,156,227,813,745
225,161,212,869,816
224,164,227,876,843
240,161,242,832,783
191,158,235,845,824
208,157,220,855,830
164,165,213,845,803
227,158,240,862,803
253,148,218,821,773
218,160,220,866,835
267,158,215,834,770
261,167,232,815,759
224,150,201,805,787
219,147,197,834,795
247,165,236,876,839
225,147,206,759,725
230,168,238,833,787
237,146,206,795,747
229,160,220,888,844
204,165,206,891,841
195,145,209,826,803
245,151,210,792,763
225,155,217,811,771
237,155,217,832,779
203,155,217,995,913
258,157,201,840,788
227,142,195,810,783
265,157,236,900,835
265,150,227,815,780
274,157,210,843,796
240,153,227,806,745
273,161,218,824,761
164,140,200,865,826
246,156,225,856,787
185,163,230,936,884
234,151,188,840,793
214,172,252,818,780
214,155,200,864,823
197,145,223,783,736
243,169,230,852,810
297,159,205,878,806
243,147,192,783,738
242,154,223,796,741
223,155,218,842,797
213,166,218,854,813
256,164,229,825,801
233,146,199,845,818
200,169,233,915,880
220,164,244,923,880
246,156,210,897,850
261,144,218,791,772
237,163,211,821,770
231,155,222,799,731
270,146,203,770,752
248,152,222,795,745
192,139,200,803,770
240,144,200,790,718
264,162,216,914,854
245,152,218,821,776
273,153,224,768,723
233,147,210,801,748
219,142,192,873,820
256,150,228,826,799
223,152,207,805,766
238,160,218,884,841
205,147,208,818,769
238,144,206,828,799
207,148,205,878,850
209,150,202,922,907
262,153,248,804,745
253,173,228,886,820
242,152,232,880,839
263,158,217,802,750
223,162,213,916,873
256,158,222,876,844
233,155,212,908,835
272,151,201,817,777
242,150,198,848,812
197,161,212,915,865
234,152,214,850,811
222,154,207,819,755
269,150,212,868,799
245,158,200,855,803
208,147,201,751,706
246,162,223,816,787
197,147,213,866,825
245,162,220,822,771
213,165,228,813,768
260,157,207,853,803
198,150,208,845,812
234,150,213,767,711
242,182,237,859,811
241,167,239,871,820
263,161,222,839,795
198,162,213,876,845
225,147,208,835,797
247,150,212,798,749
255,165,233,866,799
211,149,222,731,723
215,148,223,830,770
219,140,212,762,715
193,146,206,808,762
224,150,244,858,830
247,144,188,844,808
269,152,211,843,811
197,140,204,850,817
233,154,225,812,773
211,151,203,784,754
250,153,220,751,722
228,141,199,740,697
295,160,235,821,773
259,157,211,811,754
241,152,213,815,764
251,157,200,843,782
233,149,198,838,798
233,159,222,897,833
199,150,214,840,808
243,159,213,862,815
250,148,209,840,798
258,142,204,750,710
268,154,234,827,785
265,145,214,787,747
230,152,220,847,808
231,150,214,793,743
228,140,196,783,736
218,149,216,811,749
238,154,216,801,755
185,150,203,889,846
212,152,207,818,769
210,152,227,849,829
265,152,213,795,732
253,146,195,873,820
236,167,220,888,843
228,158,225,837,800
234,150,212,799,756
171,159,196,856,818
303,160,220,852,803
233,166,217,870,845
238,143,192,775,712
232,148,198,824,777
303,157,208,894,847
212,159,220,885,823
232,151,188,843,786
201,137,198,744,740
264,157,209,780,724
172,156,218,816,796
209,153,204,890,816
228,155,224,800,749
195,150,212,876,853
253,145,205,877,805
247,148,238,842,806
217,156,217,791,752
236,154,208,754,720
214,164,245,868,840
188,170,227,869,851
199,156,203,832,804
237,145,238,831,797
223,160,229,911,876
241,157,226,847,790
251,150,212,890,854
242,158,217,856,775
145,153,221,866,829
241,152,216,735,700
242,147,207,812,773
225,148,216,877,846
239,154,211,834,777
192,157,222,810,789
235,144,205,794,733
205,152,226,854,782
227,150,203,946,887
256,160,213,859,786
228,167,225,902,842
198,150,227,793,728
222,174,258,830,770
233,154,207,804,754
225,154,231,745,720
238,158,218,824,799
237,180,257,855,842
218,140,196,812,784
217,154,222,779,750
258,142,207,819,776
237,149,220,825,778
207,162,247,794,742
251,152,213,840,803
269,162,237,849,810
245,145,227,780,726
247,154,217,812,778
260,154,217,810,778
227,147,213,776,742
236,147,225,830,770
254,155,238,826,794
223,158,238,874,826
282,161,255,824,791
253,158,217,767,739
249,165,244,864,813
261,151,201,828,785
248,154,216,772,719
207,155,220,872,858
242,148,225,817,769
254,160,235,855,811
248,163,220,852,811
227,152,208,755,729
239,164,227,887,863
253,157,230,865,828
250,150,195,821,750
251,150,215,884,820
241,160,229,846,808
229,146,202,768,727
265,159,223,812,773
287,165,249,814,765
209,150,211,839,787
274,168,237,816,751
235,170,230,813,773
273,157,222,837,815
265,140,190,811,766
211,149,217,860,855
178,152,207,832,801
268,139,201,822,762
235,154,227,830,793
262,145,227,845,800
255,153,202,827,778
214,146,197,807,765
250,165,213,849,804
235,147,205,773,720
232,165,216,895,821
265,150,209,818,753
200,149,196,841,802
256,160,217,851,803
269,159,206,836,810
217,155,226,840,814
246,160,240,793,749
252,152,220,791,763
263,147,214,799,739
297,162,217,841,801
281,164,236,865,827
216,152,197,885,850
221,144,197,783,737
238,152,227,817,769
261,172,227,887,826
207,149,226,829,785
273,150,226,824,775
245,167,223,849,776
223,154,229,786,734
215,158,220,810,778
235,161,236,792,761
262,149,202,781,728
233,155,222,824,787
229,151,217,829,804
284,152,237,801,747
254,138,223,775,741
249,140,203,795,751
204,166,220,887,839
257,154,236,827,806
253,148,204,752,718
233,162,218,823,778
229,155,217,811,785
213,145,227,732,709
245,153,239,813,761
223,152,202,778,760
262,171,250,851,782
266,157,215,795,736
237,156,208,818,787
228,146,183,803,789
215,149,207,820,786
171,143,197,831,796
215,150,217,857,816
210,161,212,910,897
225,145,206,776,742
217,154,241,884,813
222,148,231,769,740
262,156,209,774,729
258,150,210,799,755
224,153,230,813,769
247,140,195,820,773
224,152,208,782,726
206,157,218,878,831
268,171,237,830,789
233,154,217,858,805
270,145,218,804,753
241,160,212,910,874
258,150,222,802,735
249,162,233,844,780
219,143,188,786,735
227,140,207,733,704
228,160,219,882,842
242,149,220,770,725
243,161,225,797,764
273,155,207,869,804
200,150,227,775,730
250,150,205,795,764
248,154,227,828,787
204,155,232,861,867
227,147,220,814,775
256,149,202,784,721
230,154,210,803,770
249,140,192,836,783
265,155,229,841,786
247,155,234,854,794
233,148,202,780,730
229,150,224,798,753
219,144,207,806,773
232,145,204,808,757
195,138,232,788,745
222,150,199,788,742
288,168,232,880,809
230,158,205,824,764
233,156,225,805,770
214,161,216,850,812
271,153,204,822,784
261,168,244,863,801
247,153,212,790,743
246,154,214,857,834
238,151,210,835,773
239,155,237,813,775
228,146,206,813,749
262,153,213,827,778
209,154,229,832,783
242,153,244,864,822
274,165,250,856,802
243,170,247,901,864
195,152,247,860,809
244,154,218,827,774
224,165,224,916,847
180,149,207,897,860
300,157,222,825,757
211,154,221,821,777
217,134,181,789,747
229,150,224,767,684
248,166,236,866,821
235,140,213,732,686
227,155,233,904,871
237,156,257,765,723
281,159,224,846,791
178,153,227,843,782
216,149,207,812,759
212,159,230,840,775
247,165,237,890,846
256,151,242,818,749
227,167,240,845,750
206,163,247,877,841
205,151,214,825,777
195,146,210,808,779
258,150,217,825,775
252,153,234,831,781
237,154,238,842,765
202,148,215,840,801
207,159,200,856,798
281,165,227,859,808
243,142,203,779,734
250,143,205,757,705
238,170,237,844,766
257,170,231,820,772
252,150,215,828,741
270,158,212,820,772
187,150,203,865,822
215,153,210,862,797
197,158,231,823,762
213,166,237,850,824
211,146,203,789,722
234,145,197,780,716
203,158,228,827,784
248,169,247,837,787
243,140,187,757,727
227,164,219,793,741
267,170,242,815,730
213,146,202,886,864
253,148,205,776,699
235,178,234,893,852
255,154,224,804,747
185,150,212,775,741
238,150,188,827,760
191,143,193,889,839
230,150,203,798,751
218,157,204,850,788
247,182,225,881,822
203,162,232,812,761
277,170,232,884,787
166,153,211,812,783
257,149,220,809,780
203,155,207,837,762
225,139,197,832,787
254,143,207,808,754
255,156,207,842,780
230,153,229,825,780
243,152,214,791,766
224,154,213,813,747
284,147,210,754,690
228,155,210,868,821
240,137,193,751,709
256,152,193,862,805
237,153,208,858,816
231,144,195,829,780
265,158,233,810,752
258,162,225,893,883
223,164,225,762,717
251,158,227,806,733
224,158,239,761,719
205,158,203,812,754
232,153,204,840,783
243,165,212,875,806
280,155,222,786,742
263,161,227,843,838
226,144,200,791,753
228,151,213,833,774
200,158,217,866,829
243,155,212,849,800
250,154,227,861,843
264,149,210,855,829
231,155,219,851,817
217,156,213,836,812
247,159,232,783,719
210,150,203,771,763
198,145,202,817,794
219,138,195,726,701
248,170,230,846,780
273,150,249,816,771
237,154,224,869,805
212,152,206,828,762
212,162,219,858,821
289,157,219,842,779
220,157,220,839,787
278,150,215,814,774
231,150,206,821,770
208,158,195,916,841
230,148,230,800,744
197,157,263,892,845
240,140,200,772,733
215,153,192,849,811
215,145,198,857,806
290,162,239,906,855
216,156,210,791,747
305,165,223,782,765
220,154,231,802,768
187,165,233,937,907
230,155,228,828,804
212,147,215,871,820
192,150,201,823,767
193,142,198,870,819
255,163,227,843,818
242,163,222,818,744
274,160,223,868,804
231,165,227,877,825
210,149,193,801,756
177,146,215,799,762
198,155,206,848,821
256,147,199,809,761
177,147,200,819,755
184,140,199,795,744
237,151,216,808,775
242,157,220,850,807
238,147,203,842,780
228,165,242,857,773
235,150,213,789,734
250,163,208,810,759
240,150,213,790,765
193,154,236,843,785
229,142,196,736,708
240,155,214,788,754
228,153,213,821,804
257,158,220,828,772
241,158,216,853,784
238,160,216,819,762
260,150,202,852,792
238,165,227,958,930
185,147,198,857,817
251,156,222,863,836
262,147,203,771,723
231,157,210,873,832
178,160,220,863,837
218,153,215,845,787
225,161,233,836,781
235,156,243,775,700
212,153,212,860,838
245,159,215,840,794
242,154,236,834,763
218,144,196,787,737
240,167,235,878,827
188,145,200,838,804
223,156,219,806,757
265,162,230,835,789
255,160,230,873,811
267,154,205,899,843
225,153,215,831,799
258,150,221,803,753
270,159,248,826,765
262,151,194,802,739
235,142,199,821,745
224,164,228,837,780
